Dates,QS1_Comdty,Momentum,Basis,Basis_Momentum,Skewness,Inflation_Beta,Volatility,Open_Interest,Value,Return,Log Return
2011-12-30,924.0,0.26705519369215,-0.0064935064935064,0.26705519369215,-0.281018320334394,0.0684528306934351,0.36097391022875,-85702,-0.470070231530219,0.9994735456699131,-0.0005265929558232933
2012-01-31,949.25,0.244918032786886,0.0005267316302344,0.244918032786886,-0.230259926818164,0.0684528306934351,0.229940404365454,74241,-0.495566132449325,0.9990037359900373,-0.0009967606108092046
2012-02-29,1002.75,0.200179533213645,0.00099725754176,0.200179533213645,-0.264706872055101,0.0686321967125593,0.160337813204237,11968,-0.558198816746244,1.0004932182490751,0.0004930966569338336
2012-03-30,1014.25,0.0879592384017167,-0.0004929751047572,0.0879592384017167,-0.48885513552941,0.0681632644032699,0.158767583428212,-24554,-0.544823508550302,1.0042372881355932,0.004228336109521105
2012-04-30,1007.25,-0.0253991291727138,-0.0042194092827003,-0.0253991291727138,-0.258627938274706,0.0681632644032699,0.171677528533596,29479,-0.537897930535203,1.00461494087107,0.004604324680977728
2012-05-31,870.75,-0.157474600870827,-0.0045937410278496,-0.157474600870827,-0.467189298735862,0.0745115851679546,0.254456247848422,24863,-0.331972558461404,1.006225911651349,0.006206610732521436
2012-06-29,848.5,-0.117983367983368,-0.0061873895109015,-0.117983367983368,-0.609226968678384,0.0766517770606586,0.268958503614174,16735,-0.298378769634494,0.9997242140099283,-0.00027582402602122834
2012-07-31,906.25,-0.0666838311019563,0.0002758620689655,-0.0666838311019563,-0.630840750589906,0.0766517770606586,0.268074442944941,-20828,-0.306063958815361,1.0007543374402816,0.0007540530707927819
2012-08-31,995.0,0.0247167868177143,-0.000753768844221,0.0247167868177143,-0.547859359696254,0.0779735750280165,0.24775343769852,42534,-0.354055372877383,1.0064135454079015,0.006393066142046466
2012-09-28,980.75,0.0074473549049825,-0.0063726739739995,0.0074473549049825,-0.490931613116196,0.0778588370387052,0.248114160218838,2466,-0.320678674518838,1.0089520800421274,0.008912247718519981
2012-10-31,958.0,0.0843237125070742,-0.0088726513569937,0.0843237125070742,-0.599976581445115,0.0778588370387052,0.288522535412735,-26957,-0.220382191532715,0.9971143756558237,-0.0028897957848439764
2012-11-30,950.25,-0.00026301946344,0.0028939752696659,-0.00026301946344,-0.527662812807518,0.0752036599062775,0.294011348800694,-45171,-0.15462300177067,1.0,0.0
2012-12-31,927.0,0.0032467532467532,0.0,0.0032467532467532,-0.520847429915719,0.086414354614042,0.299748202923558,-30153,-0.0452366149607742,1.0104299160518952,0.010375899743202945
2013-01-31,993.0,0.0746753246753247,-0.0103222557905337,0.0746753246753247,-0.593811753069887,0.0863557930329142,0.233316484119331,64330,-0.093242058783458,0.9992012779552716,-0.0007990411931326782
2013-02-28,938.25,-0.0115880958651564,0.0007993605115907,-0.0115880958651564,-0.334016813685652,0.0784205941284667,0.299732090841936,-28386,-0.0137723514746028,0.9970051728832018,-0.0029993205852112477
2013-03-29,915.5,-0.0870107205185737,0.0030038230475151,-0.0870107205185737,-0.147800326790636,0.0766808017951405,0.318833643756142,36302,0.0682213444377844,0.9952927331568108,-0.004718380915407586
2013-04-30,845.75,-0.16613261030318,0.0047295300029559,-0.16613261030318,0.057653670291285,0.0758798142721228,0.507489536201428,53878,0.141871724540742,0.9991129509166173,-0.0008874427442357104
2013-05-31,844.75,-0.161330354926781,0.0008878366380586,-0.161330354926781,0.038461314455155,0.074249756005732,0.658570564024008,20752,0.0945710776451911,1.0068395554288971,0.0068162717759301175
2013-06-28,883.25,0.0143554407120299,-0.0067930936880837,0.0143554407120299,0.435407316993382,0.074249756005732,0.316454141911595,-37027,0.0621164351450825,0.9975349219391948,-0.002468121368083546
2013-07-31,910.5,0.0730701237477904,0.0024711696869852,0.0730701237477904,0.232852606180098,0.074249756005732,0.306252860289966,-41153,-0.0457659746939543,1.0002579313902502,0.00025789813166800387
2013-08-30,969.5,0.0697931034482757,-0.0002578648788035,0.0697931034482757,0.231171045805007,0.0988960336840032,0.269646248875788,75846,-0.145532916408377,1.0010964912280702,0.0010958905206371096
2013-09-30,913.0,-0.0690797858781544,-0.0010952902519167,-0.0690797858781544,0.208827375755638,0.0988960336840032,0.311071243665692,-61450,-0.0931538717702603,1.0091991341991342,0.009157079876286455
2013-10-31,932.5,-0.049197043079276,-0.0091152815013404,-0.049197043079276,0.106539032646195,0.0984642069463344,0.350627578430333,-64784,-0.206526352729384,1.00026518164943,0.0002651464949910422
2013-11-29,943.0,-0.0156576200417533,-0.0002651113467656,-0.0156576200417533,-0.039956097817251,0.0596814237271834,0.339331136879353,-21636,-0.275144417338011,1.0007949125596185,0.0007945967839613896
2013-12-31,944.25,-0.0063141278610888,-0.0007942811755361,-0.0063141278610888,-0.0825766331287792,0.0596814237271834,0.378272115122271,-31718,-0.346621116745499,1.0057581573896353,0.005741642567675183
2014-01-31,917.0,-0.0107874865156417,-0.0057251908396946,-0.0107874865156417,-0.0687988417791652,0.0574537950489279,0.493327638665879,780,-0.400423731032211,1.0027225701061802,0.0027188706253979114
2014-02-28,920.75,-0.0727593152064447,-0.0027151778441487,-0.0727593152064447,-0.125964814242624,0.0575266079100658,0.735377309138523,34738,-0.476668928206,0.9988826815642458,-0.0011179431013412834
2014-03-31,894.0,-0.0234844347351172,0.0011185682326622,-0.0234844347351172,-0.255217038536851,0.0563979091173602,13.7260418689241,-41051,-0.514985874638785,1.0024972253052165,0.00249411241941172
2014-04-30,903.25,-0.0133806663025666,-0.0024910047052311,-0.0133806663025666,-0.325984944075303,0.0563006168112783,1.05795645393605,-26201,-0.567900130962676,0.9986013986013986,-0.0013995803544232435
2014-05-30,892.5,0.0552763819095483,0.0014005602240896,0.0552763819095483,-0.0442795984503853,0.0566981114971592,0.932529167636161,-18547,-0.561783167686683,0.9959183673469387,-0.004089985251525166
2014-06-30,915.0,0.0359467874327768,0.0040983606557376,0.0359467874327768,-0.0924497013162762,0.0566981114971592,15.2788628148688,83581,-0.58668071930841,0.9971894322653176,-0.0028145247963102947
2014-07-31,887.0,0.0042456835550523,0.0028184892897407,0.0042456835550523,0.0500382750508632,0.05730693609995,1.82180116419573,-52211,-0.4992509429887,0.9956822107081175,-0.0043271378638815045
2014-08-29,864.75,-0.0502471169686981,0.0043365134431916,-0.0502471169686981,0.323692207340983,0.0603734461098949,1.19980414851265,36612,-0.437036631247321,0.9965975873801423,-0.0034082139885134193
2014-09-30,805.5,-0.1691593604951,0.0034140285536934,-0.1691593604951,-0.37825523974404,0.0633637860406936,0.637035446420936,-4048,-0.366059386047072,1.0006745362563239,0.0006743088589960555
2014-10-31,741.75,-0.187568455640745,-0.0006740815638692,-0.187568455640745,-0.575700403540628,0.068394552612086,0.6848012892326,-37822,-0.225180832962494,1.003821169277799,0.0038138871553939657
2014-11-28,656.75,-0.295710455764075,-0.0038066235249334,-0.295710455764075,-0.750672375629457,0.068394552612086,0.294607351968925,510,-0.0806297344001092,0.9827338129496402,-0.017416985994002116
2014-12-31,512.25,-0.4567868504772,0.0175695461200585,-0.4567868504772,-1.39977383482606,0.068394552612086,0.267861723519013,-18374,0.187177662360262,1.0026205450733752,0.0026171174320209468
2015-01-30,478.25,-0.493513370399788,-0.0026136957658128,-0.493513370399788,-1.28362934531842,0.0702533535343684,0.241708971166479,155632,0.267156396412842,1.0223848471803703,0.02213798369833249
2015-02-27,593.75,-0.352508178844057,-0.0218947368421053,-0.352508178844057,0.823220316877869,0.0702533535343684,0.560317148166685,51910,0.0580371699208959,1.0047709923664123,0.004759647252988134
2015-03-31,526.5,-0.428183546022264,-0.0047483380816714,-0.428183546022264,0.970635022541425,0.0702533535343684,0.384177281872822,44641,0.197138074957581,1.0,0.0
2015-04-30,599.25,-0.329697986577181,0.0,-0.329697986577181,0.682056442954174,0.067611176109267,0.571174443259801,-27096,0.0853974826986553,0.9991575400168492,-0.0008428150519972754
2015-05-29,593.0,-0.343481871021312,0.0008431703204048,-0.343481871021312,0.724958514091195,0.0721686255676296,0.56624449866097,62768,0.0994408366375264,0.99609375,-0.003913899321136329
2015-06-30,573.75,-0.357142857142857,0.0039215686274509,-0.357142857142857,0.763869463676184,0.0620725170325502,0.766979887877875,94165,0.14696651649029,0.9923857868020305,-0.007643349312568012
2015-07-31,488.75,-0.465846994535519,0.0076726342710997,-0.465846994535519,0.925331670189959,0.0652148542025089,0.549044258138371,26193,0.353378810065654,0.9893075356415478,-0.010750039536971142
2015-08-31,485.75,-0.438276958658572,0.0108080288214103,-0.438276958658572,0.858589609836528,0.0644222398588139,0.455392519304139,-54474,0.395233957820904,0.9935760171306209,-0.006444705442642095
2015-09-30,464.0,-0.463428736629083,0.0064655172413792,-0.463428736629083,0.91146991810755,0.063595357162587,0.343985717653923,-23979,0.441043493852198,0.9896739130434783,-0.010379770875423317
2015-10-30,455.25,-0.434823091247672,0.0104338275672706,-0.434823091247672,0.828396009609196,0.0635542880259689,0.333801190877946,-47271,0.524269258087495,0.9847417840375586,-0.015375820362109608
2015-11-30,419.5,-0.361248572516178,0.0154946364719906,-0.361248572516178,0.710208974950781,0.0635542880259689,0.312947050388767,1738,0.610082928108802,0.9760658189977561,-0.024225257345149437
