Dates,JO1_Comdty,Momentum,Basis,Basis_Momentum,Skewness,Inflation_Beta,Volatility,Open_Interest,Value,Return,Log Return
2011-12-30,169.0,0.132707774798927,0.0,0.132707774798927,0.256721464833127,-0.0072907223911232,0.35428856011174,-2584,0.0543666278486785,1.0324483775811208,0.03193304710300901
2012-01-31,210.0,0.218450826805918,-0.0314285714285714,0.218450826805918,0.43358097072347,-0.0072907223911232,0.306890255308576,366,-0.173699493183075,0.8694481830417228,-0.13989654093515727
2012-02-29,190.55,0.130525066745772,-0.0251902387824718,0.130525066745772,0.46067173124741,-0.007729698994804,0.328985268661593,-4182,-0.0730824534624504,1.0185758513931888,0.018405427542715343
2012-03-30,164.5,-0.085857182550709,-0.0182370820668692,-0.085857182550709,0.60848811891336,-0.0110085242234569,0.397661423833016,-1631,0.0271114112817476,0.8022559041240748,-0.22032763956262977
2012-04-30,140.85,-0.202209005947324,0.0070997515086972,-0.202209005947324,0.699154773295364,-0.0110085242234569,0.541988058052437,-268,0.182326487164793,0.9846221441124781,-0.015497321445294514
2012-05-31,112.05,-0.365335598980459,0.0156180276662203,-0.365335598980459,0.676668343309075,0.0050044564854028,1.17613109495104,5187,0.36822369321788,0.9022587268993839,-0.10285396313208003
2012-06-29,122.65,-0.327945205479452,-0.0073379535262944,-0.327945205479452,0.583110575173056,0.0084907998167625,0.9649760365797,-2831,0.256551254564134,1.0004551661356396,0.00045506257895651733
2012-07-31,109.9,-0.449812265331665,-0.0004549590536853,-0.449812265331665,0.879785431764732,0.0084907998167625,0.800471374677054,331,0.327492846825053,0.9533417402269861,-0.04778184545531497
2012-08-31,131.9,-0.339674593241552,-0.098180439727066,-0.339674593241552,0.634909112746481,0.0228202180093226,0.783848931937649,273,0.114726328482014,0.9977954144620811,-0.002207019214105356
2012-09-28,113.15,-0.328685849896173,0.0022094564737074,-0.328685849896173,0.641875511299898,0.019765425907392,1.05566540099879,122,0.235382387691828,1.1633802816901408,0.15132980348561698
2012-10-31,106.25,-0.291666666666667,0.0023529411764706,-0.291666666666667,0.610853104616851,0.019765425907392,2.66361420716686,-142,0.239138031837615,0.9471347861178369,-0.05431386633806436
2012-11-30,123.25,-0.329798803697662,0.0052738336713995,-0.329798803697662,0.594809386805078,0.0096140324361676,1.43753995534026,-722,0.0570699926011095,0.9889220281210056,-0.01113978957658641
2012-12-31,116.05,-0.313313609467456,0.0112020680741061,-0.313313609467456,0.557501730206458,0.0170399602498258,2.37904345497053,585,0.0942912910885441,0.9958402662229617,-0.004168409537179737
2013-01-31,119.7,-0.291715976331361,0.0041771094402673,-0.291715976331361,0.505990091009108,0.0164265749673655,4.98390623883735,-1868,0.0505909721149147,1.0559467918622847,0.054437797520579104
2013-02-28,127.15,-0.39452380952381,0.0051120723554856,-0.39452380952381,0.448011538240661,0.0209096728783009,4.6533241363425,-826,-0.0191559626576978,1.001482030381623,0.0014809332584431066
2013-03-29,135.15,-0.290737339281029,-0.0014798372179061,-0.290737339281029,0.217617374464732,0.0222688520723426,2.87215535062759,-628,-0.0954581744767869,1.0769230769230769,0.07410797215372183
2013-04-30,141.4,-0.140425531914894,-0.007072135785007,-0.140425531914894,0.0020404861892805,0.028216520930711,1.7396119495623,1422,-0.16375384872589,1.0009920634920635,0.0009915717222950275
2013-05-31,151.35,0.0745473908413201,-0.0009910802775024,0.0745473908413201,-0.240641353843877,0.0268491216128404,1.35941773767953,2480,-0.304157162934203,1.1196581196581197,0.11302338840339544
2013-06-28,129.9,0.159303882195448,-0.0092378752886837,0.159303882195448,-0.0456012468429029,0.0268491216128404,3.50720125337989,-3829,-0.17023173167449,0.9986120749479529,-0.0013888891121541826
2013-07-31,143.9,0.173257236037505,0.0013898540653229,0.173257236037505,-0.0540220751271549,0.0268491216128404,2.25580741126806,1192,-0.35456947122245,0.9676010192937751,-0.032935446822083186
2013-08-30,136.95,0.246132848043676,0.0029207740051113,0.246132848043676,-0.0752156929648153,0.0465890996018724,2.90381223178979,-3052,-0.358397597250179,0.9879608728367194,-0.012112184410449074
2013-09-30,131.3,0.160406539991162,0.0121858339680121,0.160406539991162,-0.13862893157004,0.0465890996018724,2.58755866083731,-1996,-0.34376584328319,1.1523692810457518,0.1418200673697797
2013-10-31,121.55,0.074237737516571,0.006993006993007,0.074237737516571,0.0075059438512983,0.0478937270310638,9.1332079269632,198,-0.306258985400948,0.9868840836582771,-0.013202689547686162
2013-11-29,139.7,0.314823529411764,0.0096635647816751,0.314823529411764,-0.176284086099464,0.020053860819684,5.24304717163663,-1913,-0.464260557561826,0.9802442528735632,-0.019953500745971808
2013-12-31,136.45,0.10709939148073,0.0201539025283988,0.10709939148073,-0.112130406714232,0.020053860819684,3.32034119682715,-6,-0.467756810588407,0.9944192535751658,-0.005596376970697714
2014-01-31,142.55,0.22834984920293,0.0056120659417746,0.22834984920293,-0.341222171757767,0.0203334674747658,11.9358657060484,1788,-0.536136744152972,1.0507666098807495,0.04952000242102326
2014-02-28,147.75,0.234335839598998,-0.0067681895093062,0.234335839598998,-0.353053327768128,0.0202520068954725,4.85247585068825,-439,-0.595378864627709,1.0051880674448768,0.005174655790017487
2014-03-31,155.0,0.146873843877174,-0.0051612903225807,0.146873843877174,-0.218984397038895,0.0205423299832747,5.95245537211315,1227,-0.651257765860922,1.0056039850560399,0.005588341150049954
2014-04-30,154.6,0.143914169441362,0.0388098318240622,0.143914169441362,-0.183452860882144,0.0199799587964626,5.20958039283021,3173,-0.627809769743224,0.9869969040247678,-0.013088376306596561
2014-05-30,159.4,0.127298444130127,0.0131744040150563,0.127298444130127,-0.149945594472625,0.0202626619761182,3.8573857793738,-1926,-0.607906155443088,0.9880749574105622,-0.011996716287631437
2014-06-30,140.8,0.0839107005388757,0.0422585227272727,0.0839107005388757,0.170170149740628,0.0202626619761182,15.2113642782732,-2347,-0.483829832810916,0.9703448275862068,-0.03010377830023116
2014-07-31,140.7,0.0831408775981519,0.0305614783226724,0.0831408775981519,0.207836534207785,0.0207772328232153,3.69682991619854,-1822,-0.37488730424477,0.9730089970009996,-0.027361950178039718
2014-08-29,148.55,0.0323141070187631,0.010097610232245,0.0323141070187631,0.203433401041035,0.0333070442298025,6.68665225715831,-1540,-0.367285443609854,0.9914383561643836,-0.008598505255231793
2014-09-30,144.75,0.0569550930996714,0.008635578583765,0.0569550930996714,0.173065980406339,0.036743161963441,7.32955533821139,131,-0.341371958154342,1.0813827871804107,0.0782405806765309
2014-10-31,133.65,0.0178979436405178,0.0389075944631498,0.0178979436405178,0.155901245351092,0.0433468461460294,4.65616524343831,1622,-0.196143657146935,0.9310689310689311,-0.0714219646296294
2014-11-28,148.85,0.224598930481284,0.0087336244541484,0.224598930481284,-0.0452800465503207,0.0433468461460294,21.7447769520174,-1069,-0.281023440949304,1.001788268955651,0.0017866719064077031
2014-12-31,140.05,0.002505368647101,-0.0017850767583006,0.002505368647101,-0.197971592253302,0.0433468461460294,75.4258518302597,-1663,-0.163781395709401,1.002865329512894,0.002861232281032195
2015-01-30,140.0,0.0260168559912055,-0.0028571428571428,0.0260168559912055,-0.275773292734692,0.0444568550948895,80.824531963914,172,-0.119687320183266,1.0313660751134957,0.030884210018426634
2015-02-27,121.55,-0.147316730971589,-0.0032908268202385,-0.147316730971589,-0.197406234627617,0.0444568550948895,0.953044580606057,2963,0.0434676073885551,1.0012004801920769,0.001199760191904095
2015-03-31,125.1,-0.153299492385787,-0.0011990407673859,-0.153299492385787,-0.187247111216407,0.0444568550948895,2.96290012504099,1330,0.060570365106223,1.0104076322636601,0.010353845730742044
2015-04-30,109.4,-0.294193548387097,0.0539305301645336,-0.294193548387097,0.0269454210564644,0.0472263083974733,1.45243055929615,-1086,0.234497775871801,0.98068669527897,-0.019502243231441122
2015-05-29,114.25,-0.260996119016818,0.0196936542669583,-0.260996119016818,-0.0535622196605643,0.0465564930955919,6.73928395587941,473,0.207233556701654,1.0518549747048904,0.050555248068003
2015-06-30,114.9,-0.279171894604768,0.032201914708442,-0.279171894604768,-0.0053304354474543,0.0529466013153942,4.06996410389495,-2485,0.219132034641409,0.9907815631262524,-0.009261189608037726
2015-07-31,123.6,-0.122159090909091,0.0093042071197411,-0.122159090909091,-0.233514342520328,0.0571690978297999,1.95097161677848,-262,0.192139260412682,0.8302983339790778,-0.1859702042450369
2015-08-31,129.6,-0.127566475934029,-0.0042438271604936,-0.127566475934029,-0.199521598083265,0.0531982230008732,0.908308101102124,401,0.164731628848944,0.9850676621558562,-0.015044947625256514
2015-09-30,105.55,-0.289464826657691,0.0151586925627665,-0.289464826657691,-0.299885004796592,0.0770573036747572,4.71187788555703,3415,0.369999638472789,1.0598130841121496,0.05809255683174557
2015-10-30,134.65,-0.0697754749568221,-0.006683995544003,-0.0697754749568221,0.482051687327729,0.0770022577421558,0.975009426780342,-3078,0.151973360255422,1.020458553791887,0.020252088814282625
2015-11-30,141.75,-0.0476990258649646,0.0,-0.0476990258649646,0.458307487343336,0.0770022577421558,0.716069032250929,2643,0.112425447242381,0.9678534393363291,-0.03267460881283982
2015-12-31,140.0,-0.0594558280147799,0.0332142857142859,-0.0594558280147799,0.508210310407366,0.0745521424027932,1.0903700885334,-1702,0.162716712135302,0.998868351565447,-0.001132289232126757
2016-01-29,132.4,-0.0546233488039987,0.0011329305135952,-0.0546233488039987,0.504413506324341,0.0641378423680111,1.07188857533946,-1526,0.242294346049015,1.1591627172195893,0.14769794899813005
2016-02-29,121.4,-0.0012340600575894,0.0428336079077429,-0.0012340600575894,0.525945293639724,0.0678822590046586,1.89335795452058,-1164,0.339888767519059,1.0030664395229982,0.0030617475865699698
2016-03-31,147.2,0.211024269847799,-0.0030570652173912,0.211024269847799,0.380117579381186,0.0793414702460637,1.37356065836616,2170,0.151871148647608,1.1860646165823279,0.17064078187582557
2016-04-29,124.55,-0.0043964828137487,0.0313127258129264,-0.0043964828137487,0.428100219842739,0.110149447047303,3.94847984756072,-1328,0.325931511489432,1.001312766655727,0.0013119057309607586
2016-05-31,152.55,0.335229759299782,-0.0013110455588333,0.335229759299782,0.192189916178966,0.110149447047303,1.51989823905295,2950,0.134564567713593,0.9875846501128669,-0.012493064247466445
2016-06-30,177.15,0.550547045951861,0.0002822466836014,0.550547045951861,0.0490712734836627,0.118066819993365,0.809552170823159,2108,-0.0062506328894033,0.998,-0.0020020026706730793
2016-07-29,174.65,0.520017406440383,0.0020040080160319,0.520017406440383,0.0740805993119681,0.123848235934845,0.833882463609058,1363,0.0097103124065036,1.103476371537208,0.09846553419470355
2016-08-31,182.1,0.473300970873787,0.0109829763866007,0.473300970873787,0.122208625018357,0.123848235934845,0.838422246610579,-3742,-0.0080796953204741,1.0091065714988925,0.009065356704672472
2016-09-30,205.0,0.58179012345679,-0.0090243902439024,0.58179012345679,0.0209096077263058,0.128183802094875,0.682815928734735,1940,-0.133134794785606,1.0037444418441375,0.0037374488728553704
2016-10-31,221.95,0.648347567768288,-0.0373958098670871,0.648347567768288,-0.0200493012732676,0.13528701713196,0.566610261784241,-937,-0.221464778018522,0.9039403124271392,-0.10099194684595128
2016-11-30,217.6,0.616041589305607,-0.0144761029411765,0.616041589305607,0.0903006178338457,0.141975185357218,0.612823626135288,231,-0.201671161720265,1.0219241681712665,0.02168728958756719
2016-12-30,198.1,0.39753086419753,-0.0214538112064614,0.39753086419753,0.22693277876481,0.143707231910353,0.735720225382473,-3221,-0.163663940313067,1.0197581834267178,0.019565524117597172
2017-01-31,172.9,0.305891238670695,-0.0193753614806246,0.305891238670695,0.116511817188636,0.143707231910353,0.955567192051995,-901,-0.089037720134862,0.9447530864197532,-0.05683166984096245
2017-02-28,164.8,0.244712990936556,-0.016990291262136,0.244712990936556,0.229075084826688,0.142433110901458,1.21759562661849,-1618,-0.0410569449209887,1.0258085592943482,0.025481139956886514
2017-03-31,157.0,0.293245469522241,-0.0251592356687897,0.293245469522241,0.214039534709508,0.148109123312443,1.62158502816141,590,-0.0330993595372105,0.8383328070729397,-0.17634011286260062
2017-04-28,158.1,0.0740489130434785,0.0015812776723591,0.0740489130434785,0.344729141444271,0.148109123312443,1.92827836737285,-715,-0.0390457337339983,1.0060263653483994,0.006008279433921812
