Dates,SPGSCI Index,CO1 Comdty,QS1 Comdty,XB1 Comdty,HO1 Comdty,NG1 Comdty,PN1 Comdty,CL1 Comdty,RS1 Comdty,C 1 Comdty,O 1 Comdty,RR1 Comdty,SM1 Comdty,BO1 Comdty,S 1 Comdty,W 1 Comdty,FC1 Comdty,LH1 Comdty,LC1 Comdty,PB1 Comdty,LA1 Comdty,HG1 Comdty,GC1 Comdty,LL1 Comdty,LN1 Comdty,PA1 Comdty,PL1 Comdty,SI1 Comdty,LT1 Comdty,LX1 Comdty,CC1 Comdty,KC1 Comdty,CT1 Comdty,DL1 Comdty,LB1 Comdty,DA1 Comdty,JO1 Comdty,JN1 Comdty,SB1 Comdty
04/10/2005,-0.013554287526964349,-0.025481139956886483,-0.032378384841461605,-0.023299840888870833,-0.015107051458651386,0.014659800090628136,-0.025533302005164762,-0.024272661069510874,-0.016292059350303582,-0.014475524173785717,0.015290817798417145,0.007526549386350411,-0.02175312361568919,-0.027353549581597247,-0.032359622773336046,-0.004310351501122212,0.00897058557230711,-0.002935781925091992,0.01914863558790738,0.03215711163453144,-0.0001353271535998185,0.003971636426347183,0.0,0.011322817830264637,-0.0224644414954834,-0.005340127121335619,-0.009035058468678163,-0.004032263527938451,-0.003921573653181691,0.007979473139412243,-0.012931214672248779,-0.0016168152269052834,-0.019212886859991167,0.032523191705560145,-0.004666675135830086,-0.00979713924498327,-0.01936168904914592,-0.0005111168013136097,-0.008710856474248295
05/10/2005,-0.012551818100362074,-0.018131368632492706,0.011045315809856831,-0.04449117551503519,-0.017173506088587025,-0.002886614459078272,0.004301081899390702,-0.017523536257471002,0.003513569884395262,-0.004872116824000429,0.02102179514222056,0.002042901629800331,-0.005513030808649139,0.0020986366569212054,0.0017761994012558946,-0.006500564603093428,-0.0040481572274401086,0.0025692801801063046,-0.007172444541191565,0.016477422622517418,0.013843376775331553,0.011541296299559287,0.0,0.02226812660577084,0.005287021378906993,-0.003575993593618207,0.0043644368242598645,0.007112691866158633,-0.0075849878210868665,0.022527801553944814,0.003608809401991611,0.010729716672567054,0.017308124379337406,-0.012072581234269136,-0.03398220287656379,0.007705817464985533,0.011661939747842957,0.002042901629800331,0.0008745081449325757
06/10/2005,-0.027254424587387784,-0.029540505669074128,-0.03603620406057462,-0.025826399559898423,-0.03233165237060852,-0.058656771530400255,-0.026088436084297853,-0.023037668067017316,0.014700458152877943,-0.0024449889930665317,0.002967361227802008,0.004073325387635869,0.00551303080864919,-0.0012586534071961774,0.0013300822178141565,0.0007243752580417016,0.004048157227440178,-0.00772772934905164,-0.006388023389268768,0.00025936973300636786,0.003996275466302666,-0.001961059600324004,0.01236689535364638,-0.015637140819439798,-0.004530019071750011,0.008154989129306164,0.009858700726196185,0.015524759492814174,-0.006722714394876589,-0.0008637816897093833,0.0028776998276151956,-0.0021367529497352197,0.005703437513869711,-0.07130902770478192,0.0,-0.0020957045742188815,0.006260555001557397,-0.0035778213478839666,-0.01585936324010751
07/10/2005,0.003600445303690576,0.014288387327985073,0.0037886806001148337,0.011560822401076006,0.004807209830342511,-0.01120270352959957,-0.002205072558313981,0.007792247220165822,-0.0026917916657114146,-0.008604847193518414,-0.004454350349380309,0.0074249412997372255,0.009726520449889392,-0.014802554064221953,0.0,-0.021222896806382768,0.006358647961200004,0.012846570507958548,0.005834160179319365,0.011089733252161055,0.008735992024623215,0.014200433529012143,0.005915926824930463,0.00910937473223172,-0.005615434394751536,0.037608715637419084,0.010722813441371578,0.022780028331819906,0.010977393355319024,0.01475408475827104,-0.01812300417041541,0.014335260086381866,-0.010481277467582838,0.021506205220963682,0.0017268179044926783,0.0020957045742187375,-0.002884617384859833,0.0025568922137767344,0.009721685050900375
10/10/2005,-0.0017933038519547231,-0.0072887855529134805,-0.0021030501967787877,-0.0057637047167501294,0.0059513388097115405,-0.019160160200518417,-0.004424785980355695,-0.000647039815521554,0.0,-0.002472189145389037,-0.018018505502678365,-0.018324231757772886,-0.006067979783756056,-0.017189937677269746,-0.015628806617960376,0.00516415754823431,-0.0027504513266470012,-0.003287674194191638,0.006075688394257339,-0.010571195516922831,-0.0030357048324485773,-0.001383317415221884,0.000842282635603453,-0.006063687098675431,-0.031147461712326976,0.028910710232529137,0.004788007231874006,0.009606221805439933,-0.0010619738538840808,-0.0015338733301364271,-0.008079368223608689,0.04181254224764333,0.06417926120915154,-0.047939462289119064,-0.012849629830517422,0.0,0.0014433488192513277,0.0,0.025185873159901673
11/10/2005,0.02300299981020972,0.021875346465107977,0.01835679414128571,0.022858138076050184,0.023110535530897293,0.04107167433031603,0.024097551579060524,0.027608870814796873,-0.006180011944134463,0.002472189145389073,0.00302572091653689,-0.004118056608917486,0.0048573258828598,0.014202950177993317,0.01429872440014636,0.008791265411170724,0.005914677149957665,-0.009558896313766864,-0.0002753683068480048,-0.01936726329390557,0.019504512545716838,0.01593002651174004,0.004200804329185785,0.003541617665965465,0.002195734884691468,0.010159567598254643,0.0036024620438900585,0.003816798526700811,0.007560900982389049,0.01220561007955343,0.0,0.01853296219812592,-0.008842428813405193,0.0022296553272690683,-0.021551796886814995,0.0,-0.023347363996991177,0.02471752570588242,0.015319448533513242
12/10/2005,0.005514541933563002,0.008122713536976635,0.0,0.0032151647969141128,-0.0010908370776244335,0.00036978146337123116,0.008620743043906955,0.009244092462910459,0.012704694465553173,0.015921953010585257,0.031229303633781867,0.017047804617335065,0.04789564520225251,0.02947581813295368,0.04425885017175578,0.013763346562423137,-0.0010536298519769195,-0.005928138887395298,0.0,-0.023801096789466708,0.015691640296258212,-0.022875463516333436,-0.0067297835485187665,-0.027132455274214536,-0.01031464599370803,0.012614042516096664,-0.0026476054650546826,-0.00470948493425699,-0.01594445743916957,-0.011864545956192579,-0.005175612292584987,0.005444210427845406,0.013145052876713968,-0.022523474667083106,0.011716803667221262,0.0,0.017561426929947426,0.01090199102947673,-0.009333966790475448
13/10/2005,-0.013696835971825184,-0.007124543432472785,0.0016522102064984677,-0.02688287904625109,-0.009370551544868093,-0.03162467322319131,-0.012959144642505228,-0.016352565646514657,-0.006524682521418811,-0.010995834674529465,0.0014630580517603152,0.007409936228705205,0.010338977795179293,-0.012526259819180369,-0.0012741560441148817,-0.011577553342442787,0.00839811780271521,0.0011142062434033359,0.007408457536475166,-0.03189712261627636,-0.014914136045609518,-0.01601832760494011,-0.005925943267547046,0.001037344491362722,-0.03848335151362678,-0.016146366923642144,-0.011840769841847745,-0.013228215752410222,-0.01480366278813445,-0.004442932804038179,0.014716969080692942,-0.009422336012290571,0.004996441515044255,-0.0442447017977572,0.0007057163313359457,0.0013947003655495568,0.0057859370670439265,-0.017902019613020004,-0.0034158871814071834
14/10/2005,-0.009986528034042527,-0.013223056504705991,-0.038709081780768644,-0.014098689692780901,-0.02376660549155346,0.008813976974814428,-0.0065430985889359475,-0.007159365557516113,0.0011545123468251002,0.0,-0.022173857494321967,-0.015556620796523165,0.001712818003674825,-0.0148150857851407,0.0021226923699536886,-0.013187004281953801,-0.016017202279154645,0.0003711263727883022,-0.024070881356362556,-0.017190785468522287,0.006713167478508831,-0.004827497661515403,-0.004041268926675125,0.031635291158467214,0.002792609617759658,-0.008290939355795397,-0.008188818520877874,0.016285542974639078,0.002482545883223944,-0.002400549849636329,0.02808971142953872,-0.007000028583543343,0.013261621286892908,-0.03390155167568146,-0.006369448285479935,0.0,-0.004819286435948883,0.0035061393292876095,-0.0025695945616306497
17/10/2005,0.022572663257951577,0.020347599937178783,0.03208379874731487,0.03039466656134011,0.01693275144984978,0.04929796211998056,0.0195022432314411,0.027247925586860948,0.0034555611271549617,0.0012277472383223377,-0.009009069942365968,0.01152164558434395,-0.0005706134248978464,0.039302717335540575,0.0029642198287172152,-0.00814517646440143,-0.0017010422983266252,-0.1105274177180658,-0.010415294714806912,-0.013449909435717186,0.0,0.03606260802172624,0.010389153128752309,0.0,0.0,0.03321942881953331,0.009904268711045402,0.001652157712028229,0.0,0.0,-0.029551699994038203,0.043687928962119434,-0.016470752227841244,-0.0014789255838328563,0.02107559567517522,0.0013927578853034758,0.027163928940822424,0.0,-0.01730146963575278
