Dates,SPGSCI Index,CO1 Comdty,QS1 Comdty,XB1 Comdty,HO1 Comdty,NG1 Comdty,CL1 Comdty,RS1 Comdty,C 1 Comdty,O 1 Comdty,RR1 Comdty,SM1 Comdty,BO1 Comdty,S 1 Comdty,W 1 Comdty,FC1 Comdty,LH1 Comdty,LC1 Comdty,LA1 Comdty,HG1 Comdty,GC1 Comdty,LL1 Comdty,LN1 Comdty,PA1 Comdty,PL1 Comdty,SI1 Comdty,LT1 Comdty,LX1 Comdty,CC1 Comdty,KC1 Comdty,CT1 Comdty,LB1 Comdty,DA1 Comdty,JO1 Comdty,JN1 Comdty,SB1 Comdty
25/10/2010,0.008772905186489365,0.0069669951477574574,0.01453668569089268,0.006520029859024981,0.0015088983469071452,-0.004511964339680826,0.01010909284927309,0.02232579257565643,0.015504186535965254,0.02216157180285235,0.030100871424889538,0.011119573625157204,0.023934864581090363,0.01510009040690271,0.0048336216065735646,-0.000899685170897796,-0.03163455739607858,-0.00785858661252127,0.002768904857451645,0.01723280243447899,0.01044062512923736,0.02147442646887016,0.01477637866635734,0.02950459871715223,0.013020010923798515,0.018259476059096103,0.018769319765540596,0.020557851952398367,0.029087923361315254,0.00826347509292423,0.040918890669377254,-0.004971012722020386,0.0005922416518976694,0.01010109598650392,0.019680832033864802,0.009873140849936941
26/10/2010,0.0028338209222089033,0.0014354069450228939,0.0,0.008007138889843368,-0.002219756738312888,0.01109290343610176,0.0003634821630860339,0.003040671289922879,0.0039482393908500755,0.01630470902494357,0.006454923040995728,0.0026861678590127626,0.0012121213605291025,0.0010259567946194214,0.026355844705362456,0.0017985616359148977,0.003281680246879662,-0.005438826756862094,0.00731129084671011,0.00155199203423147,-0.00022419011415494605,0.0031137516643501774,-0.011803583990858464,0.026981584113274407,0.005301927000184068,0.012074280179479082,-0.007465506864340539,0.019469124638079763,-0.014092001544877705,0.006215060403434192,0.038384578514667415,-0.010856056513466342,-0.0005922416518977117,0.004345652835840667,-0.0012187691941293434,-0.019129169908995304
27/10/2010,-0.006640757892434308,-0.005153106256048468,-0.020267360399877674,0.00381316000641419,-0.005213567052887434,-0.018658380586193814,-0.007416898247412023,0.005676458004805122,0.01088623857859442,-0.002699056969165058,0.0074224362358074406,0.0011915402065104219,0.0014122871307355215,0.0038890643634486386,0.015415254168971628,0.0,-0.012085845700459489,-0.0034765369010903236,-0.02783309618321112,-0.024463251457032664,-0.01187894578869603,-0.019126668107698395,-0.021524909745588683,-0.010123820999642907,-0.015334364000106687,-0.018038343184661024,-0.025039244409958743,-0.04113133893353139,-0.0020790028278331015,-0.0072130644782855136,-0.04740598484567909,0.005860209320094663,0.0,0.014569794156695017,-0.006729912216198983,0.022282088968610992
28/10/2010,0.005158638331693034,0.004316035953060945,0.01709443335930004,0.005645310184743818,0.0023204972704596646,0.16691387481553172,0.002924691336538889,-0.0015105743053668542,0.0030270293383903996,-0.010869672236903879,-0.007083854888405044,0.0011901221279769848,0.0020140993717011856,0.001020929134107143,0.021816488072757732,-0.003374961016525935,-0.011860776553190625,0.001988072225386115,0.009937433257924464,0.0031733465741444027,0.01523653148354199,-0.01526747213078842,0.012840286473177155,0.0164988525511608,0.009441595032955868,0.019924938440804257,0.007539695475725514,-0.006955322631392061,-0.013268351077970836,-0.01864503495870644,-0.015574987650606581,0.030417470386683007,-0.001185536594101587,0.02723903816218389,-0.006466535235746127,0.004188487798752214
29/10/2010,-0.0038496424353796676,-0.005277690072128055,-0.010292903648822054,-0.004456673411015012,-0.01048490651916545,0.037340362260290846,-0.009168207976223747,0.00414860108491238,0.005167970158442598,0.005449604767564685,-0.023635284149125073,0.004154308645298127,-0.008080852053938783,0.0008159935173293592,-0.00139324299792481,-0.005423742109362281,-0.012758146784724898,-0.018542250107890797,-0.001290600308200584,-0.014360039341868096,0.011184887536996806,-0.022370022801425565,-0.00482851058830178,0.024558921325927702,0.008884763220538452,0.028450070100358858,-0.025252307070919744,-0.029044065228931822,-0.01701565335847158,0.03424906673463277,0.02899692914622933,0.03968774826724254,0.0035524016043679218,0.033965529155630086,-0.019339342599452303,0.014179729195512573
01/11/2010,0.009197856175057643,0.01752443965298461,0.016277783333119945,-0.00552724521469323,0.02561392196894469,-0.0523626597820318,0.018494261157413608,0.006751713570293568,-0.008194999496833055,-0.013680103904080154,-0.03420040706178546,0.00029607698217780636,0.009086382555957442,-0.0006119327064998209,-0.020779053653573323,0.0002265775471343829,-0.015220994010355243,-0.007106628894155689,0.010171938446692163,0.013699755395792797,-0.005169496779274978,0.006252903362421807,0.011057982195651479,0.00556501668081386,0.002574154583532903,-0.0004886391497177106,-0.0003519956232444191,0.010256500167189061,-0.013679118984673588,-0.028669544271127757,0.03143430273748243,0.049345874103155,0.0005908419669666447,-0.008072071150646959,-0.002522864788152315,0.011268686769110343
02/11/2010,0.009246286488341337,0.009292544666134458,0.005600294650931754,0.007947692043144943,0.0069564737033430205,0.009867646933076468,0.011387596836707108,-0.0024328635561073147,-0.0026019095338101327,-0.0027586224390797514,0.0050089550165379046,-0.00029607698217771626,-0.0024149740052523375,-0.0012249899449367216,-0.011813275020991875,0.010815788175796112,0.01522099401035517,0.0010183300269005506,0.02545362490329221,0.014166029129248523,0.004653748011165775,0.010166822017835635,0.00987005394904656,-0.005022612266291332,0.004430719077207785,0.011500896185211376,0.00814232053599388,0.0015448790342771144,0.01653524373951066,0.008562127351166793,0.037952338675856165,-0.014925650216675706,0.0,0.031300499384703355,0.02433058259955052,0.022495492834097085
03/11/2010,0.005103008303595646,0.011292977574499116,0.008342071317395273,0.013372456545913519,0.014843938033101236,-0.008824350020498674,0.009371917460347094,0.0020589618878887037,0.00907721815111668,-0.0013821702269516474,0.016634607600956034,0.0035471512214835395,0.005425513158123568,0.0030596658239554933,-0.005778275376645068,-0.006069480248797897,0.008648296053062065,-0.005613691700633555,-0.005414987718664668,-0.014166029129248487,-0.014325722821470117,-0.0217811156843576,0.0030698412442884985,-0.004269695575477876,-0.012821063719278002,-0.016236758715125792,0.0025188442140803087,-0.019852026478633312,-0.014724633069236204,-0.016433184872176404,0.009341012393138894,0.006370641744607785,0.0,-0.000604412227526602,0.0,0.0009955202415016197
04/11/2010,0.02226069188383825,0.018580646945651556,0.020894748867630254,0.018122903367210327,0.019230543695711012,0.005200219727107498,0.02103126938491288,0.02035976304644996,0.015371780047854002,0.04330852709026008,0.022215422461526305,0.027071948721083094,0.026694615261044552,0.029894893503369813,0.03347891015995613,-0.0067873563733999885,0.01264897817062091,-0.0005119017260490618,0.016363248284680703,0.03300286528315871,0.03345039330022514,0.03733821169688939,0.039687251325793045,0.04866419952087342,0.03400171163711516,0.06369156329026007,0.025034270616665327,0.04405003513749105,-0.002898552754011304,0.04802515074438768,0.03573232264650829,-0.002618292126057228,0.0,0.0015103461563139757,0.042533933554890255,0.0488691312796717
05/11/2010,0.0063815154931614335,0.0012492194004318981,-0.003055510779870434,0.0013311608309336895,0.004918146065889229,0.020788635213301213,0.004153692368693395,0.0010986999823422803,-0.0038208494795862104,-0.005978098175508067,0.009226103373292632,-0.0005745475596142432,0.018749945252465244,0.006894541247466272,0.020797976694482134,0.004304004831890773,-0.010031665029464051,-0.0010245902535677802,-0.002571356520929452,0.00928700778292787,0.01050067186019861,-0.009506250604752459,-0.0018838567288139278,0.015660357542394334,0.007376338484176867,0.026710686113951516,-0.002305149816207252,0.006308537419265454,-0.008014614849654352,-0.003163404511754136,0.012593912031883982,-0.012436565041008601,-0.09147819280128956,-0.020738773161705512,0.04870577954426066,0.003153581926068866
