"Dates","CO1_Comdty","Momentum","Basis","Basis_Momentum","Skewness","Inflation_Beta","Volatility","Open_Interest","Value"
2011-07-29,116.74,0.556325823223571,-0.00179886928216544,0.556325823223571,-0.470013603480119,0.0679621894754608,10.6614222434369,8960,NA
2011-08-31,114.85,0.469045791762599,-0.00670439703961689,0.469045791762599,-0.273987583990195,0.0694730426296974,1.85100478283197,-18998,-0.556995400434946
2011-09-30,102.76,0.376741693461951,-0.0182950564421955,0.376741693461951,-0.512034316901817,0.0731621974407031,3.70590538790165,119285,-0.438380324306245
2011-10-31,109.56,0.317618761274805,-0.00657174151150053,0.317618761274805,-0.583123329947572,0.0711473913437895,1.24791699516902,47584,-0.508093668720169
2011-11-30,110.52,0.32916416115454,-0.00488599348534191,0.32916416115454,-0.555899979193973,0.0711456678037419,0.272842892829122,-31046,-0.516817824380507
2011-12-30,107.38,0.249767225325885,-0.00474948780033513,0.249767225325885,-0.360123295100185,0.0743469550521211,0.285457509123065,-35818,-0.484356030095899
2012-01-31,110.98,0.171292875989446,-0.00261308343845745,0.171292875989446,-0.391140551773162,0.0743469550521211,0.203907333250922,114961,-0.5132244026268
2012-02-29,122.66,0.214335214335214,-0.00896787868905913,0.214335214335214,-0.292269194584053,0.0747716484731581,0.191249615000007,43102,-0.624292007195444
2012-03-30,122.88,0.0991055456171737,-0.00651041666666663,0.0991055456171737,-0.265562000212785,0.0732824434400082,0.19152373650389,86480,-0.60210994650284
2012-04-30,119.47,-0.0509969020573516,-0.00251109065037247,-0.0509969020573516,0.0892489192770047,0.0732824434400082,0.210855007990931,107999,-0.57396697093261
2012-05-31,101.87,-0.190801493367225,-0.00431923039167559,-0.190801493367225,-0.2107005768684,0.0796240000026899,0.312735203472188,-3301,-0.356251093330557
2012-06-29,97.8,-0.162169108198407,0.000817995910020519,-0.162169108198407,-0.28449038894987,0.0808386441132388,0.344315541657332,-55593,-0.307242738566214
2012-07-31,104.92,-0.101250642453315,-0.0102935569958064,-0.101250642453315,-0.326602986828408,0.0808386441132388,0.337149582631136,-6630,-0.322110626432271
2012-08-31,114.57,-0.0185883159157102,-0.00453870995897698,-0.0185883159157102,-0.382109584827448,0.0820423522406244,0.31286546394577,845,-0.367802367920796
2012-09-28,112.39,-0.0214192424902048,-0.00720704689029272,-0.0214192424902048,-0.373651116644538,0.0811562937690159,0.30624567921058,-11995,-0.330451898378948
2012-10-31,108.7,0.0578045932269367,-0.0104875804967801,0.0578045932269367,-0.431087673750486,0.0811562937690159,0.374020462526271,78582,-0.238978404289826
2012-11-30,111.23,0.0152427893391749,-0.00881057268722474,0.0152427893391749,-0.390435773057653,0.0759917901326872,0.355768146859075,39638,-0.209357523826842
2012-12-31,111.11,0.034736449990687,-0.010980109801098,0.034736449990687,-0.44739356543879,0.089504095321329,0.390473374975872,5408,-0.127911443519933
2013-01-31,115.55,0.0760849320171353,-0.00874080484638673,0.0760849320171353,-0.556537770417368,0.0889526246924395,0.284091538282306,206916,-0.146681610866975
2013-02-28,111.38,0.0036042530185616,-0.00861914167714128,0.0036042530185616,-0.346741300529231,0.081499520246874,0.356348578974433,52191,-0.0911171512803238
2013-03-29,110.02,-0.10304907875428,-0.00209052899472817,-0.10304907875428,-0.472719598987542,0.0805549683947583,0.367600279037464,-64747,-0.0232981778200146
2013-04-30,102.37,-0.166910807291667,-0.00322360066425709,-0.166910807291667,-0.254359658878129,0.0817478419209385,0.548023508521953,93135,0.0415211736967941
2013-05-31,100.39,-0.15970536536369,-0.00189261878673175,-0.15970536536369,-0.283950519622374,0.080345769923306,0.732760970816483,-54904,0.00277759889646297
2013-06-28,102.16,0.00284676548542273,-0.00430696945967113,0.00284676548542273,0.502388705441541,0.080345769923306,0.353508722449089,23720,-0.00448013306792463
2013-07-31,107.7,0.101226993865031,-0.0073351903435469,0.101226993865031,0.221724153369999,0.080345769923306,0.349574250002578,-7702,-0.139284233483581
2013-08-30,114.01,0.086637438048037,-0.0148232611174459,0.086637438048037,0.195153243666681,0.106452739473181,0.30860957987502,-11484,-0.234597917264836
2013-09-30,108.37,-0.03576830678886,-0.00867398726584845,-0.03576830678886,0.0247332615629917,0.106452739473181,0.31268661652284,-9989,-0.19308332686071
2013-10-31,108.84,-0.0315864400747395,-0.00192943770672549,-0.0315864400747395,-0.00893732613799005,0.10620305073232,0.388702773785461,-53670,-0.277705524410856
2013-11-29,109.69,0.00910763569457229,-0.00328197647916861,0.00910763569457229,-0.192818677348814,0.0629237055723216,0.379532769850118,97923,-0.329194283790257
2013-12-31,110.8,-0.00386586352602702,-0.00243682310469306,-0.00386586352602702,-0.139924475876334,0.0629237055723216,0.405253475472594,-113782,-0.397950371006886
2014-01-31,106.4,-0.042390423904239,-0.00554511278195491,-0.042390423904239,0.00475848796736249,0.0603182071076152,0.691899494288246,50504,-0.430449297326641
2014-02-28,109.07,-0.0560796192124621,-0.00403410653708625,-0.0560796192124621,0.0130592251883937,0.0600109527489762,0.875983503701413,64546,-0.523517502491823
2014-03-31,107.76,-0.0205417196873294,-0.00102078693392726,-0.0205417196873294,-0.130099880381911,0.0592865740350412,6.6020023276016,-39445,-0.56015666572362
2014-04-30,108.07,-0.017724050172696,-0.00499676135837879,-0.017724050172696,-0.158722152635228,0.0590856114943919,0.959025107277726,-32834,-0.592159480561414
2014-05-30,109.41,0.0687701475041511,-0.00667215062608528,0.0687701475041511,-0.0175094563666436,0.0598567222247351,1.09157564122246,64643,-0.577746748625797
2014-06-30,112.36,0.0998433829287393,-0.00258098967604137,0.0998433829287393,-0.203408666976374,0.0598567222247351,10.7292075720182,106370,-0.604352457373141
2014-07-31,106.02,0.03778386844166,0.00481041312959829,0.03778386844166,-0.21004789217374,0.0608627610127422,1.94036647511824,-333475,-0.470594887447798
2014-08-29,103.19,-0.0418755803156917,0.00562069968020151,-0.0418755803156917,-0.0737759958473522,0.0650627426739103,1.26413444182315,53051,-0.404980682385374
2014-09-30,94.67,-0.169634242610298,0.00686595542410462,-0.169634242610298,-0.560554092419734,0.0689981383728891,0.718339112518352,71137,-0.318805893398551
2014-10-31,85.86,-0.207714312078989,0.00559049615653384,-0.207714312078989,-0.679569312764309,0.0745440398947296,0.767392811741105,56745,-0.164547857442029
2014-11-28,70.15,-0.355475927967659,0.00612972202423379,-0.355475927967659,-1.1388121452861,0.0745440398947296,0.332622401616061,-11409,0.0624314382208029
2014-12-31,57.33,-0.477345245692406,0.0153497296354439,-0.477345245692406,-0.82480079076462,0.0745440398947296,0.286299017066231,19795,0.27395262162647
2015-01-30,52.99,-0.521750902527076,0.0181166257784489,-0.521750902527076,-0.668960806323054,0.0747560277738396,0.256979372976272,313351,0.361692312495877
2015-02-27,62.58,-0.411842105263158,0.00910834132310634,-0.411842105263158,0.358519894280696,0.0747560277738396,0.416107580547425,12422,0.200136690795992
2015-03-31,55.11,-0.494728156229944,0.0199600798403194,-0.494728156229944,0.601470749053027,0.0747560277738396,0.274723939656034,126033,0.338113955773881
2015-04-30,66.78,-0.380289532293987,0.0100329439952083,-0.380289532293987,0.674943957831056,0.0706651767015285,0.504468370592823,22651,0.159959040483478
2015-05-29,65.56,-0.393356158045711,0.00884685784014638,-0.393356158045711,0.716711989509486,0.074461102295507,0.514114968468781,-226580,0.181755757141862
2015-06-30,63.59,-0.418791700941413,0.00864915867274729,-0.418791700941413,0.801761757638123,0.0625948262701303,0.706897558399143,65952,0.220130156762713
2015-07-31,52.21,-0.535332858668565,0.0122581880865735,-0.535332858668565,0.937867173054925,0.0650461193918407,0.51036500656012,67140,0.464921064306112
2015-08-31,54.15,-0.47523984882256,0.0155124653739613,-0.47523984882256,0.747634389288695,0.0610566144929639,0.466760343364792,34172,0.462162875301548
2015-09-30,48.37,-0.531253028394224,0.0140583005995452,-0.531253028394224,0.859977174330858,0.0705507012574516,0.343772644587731,90258,0.575041061913656
2015-10-30,49.56,-0.476497306432872,0.0151331719128329,-0.476497306432872,0.675426800364794,0.0705096444678598,0.358654729717109,178607,0.615346711024301
2015-11-30,44.61,-0.364076977904491,0.0141223940820445,-0.364076977904491,0.628711219916971,0.0705096444678598,0.335360574255197,-9012,0.724437227887181
2015-12-31,37.28,-0.468567355666429,0.0104613733905579,-0.468567355666429,0.712316651016603,0.0823807608865974,0.288086678016642,-156557,0.954849354750981
2016-01-29,34.74,-0.39403453689168,0.0359815774323546,-0.39403453689168,0.76717089484245,0.0765904864289044,0.270077917079953,77629,1.05801661418503
2016-02-29,35.97,-0.425215723873442,0.0166805671392827,-0.425215723873442,0.741257848500912,0.0735641118527672,0.268264894852867,109202,1.04129032648291
2016-03-31,39.6,-0.367209971236817,0.0184343434343432,-0.367209971236817,0.525423981208844,0.0733949871634745,0.333507339548627,-35980,0.975680531553855
2016-04-29,48.13,-0.12665577935039,-0.0157905672137961,-0.12665577935039,0.372477077903309,0.0741484580709801,0.531983207691108,70592,0.798486918939802
2016-05-31,49.69,-0.242068334350214,0.00402495471925945,-0.242068334350214,0.321844653849756,0.0741484580709801,0.63008713138168,-61691,0.78791961695908
2016-06-30,49.68,-0.24222086638194,0.000603864734299631,-0.24222086638194,0.305463543102486,0.0726858943378607,0.630688336996099,39483,0.803116623991427
2016-07-29,42.46,-0.33228495046391,0.0252001884126236,-0.33228495046391,0.365528945962687,0.0723619121468335,0.522261232937061,-63519,0.972225459823456
2016-08-31,47.04,-0.0990231756368513,-0.00318877551020402,-0.0990231756368513,0.195488279164459,0.0723619121468335,0.525907379385791,-15176,0.883653740560392
2016-09-30,49.06,-0.0939981532779318,0.0230330207908682,-0.0939981532779318,0.185158032791768,0.0741449363014013,0.565966353163568,25367,0.849068063482838
2016-10-31,48.3,-0.0254237288135594,0.00641821946169774,-0.0254237288135594,0.134926484769501,0.0768316081112544,0.59528217133239,-33831,0.85804294153962
2016-11-30,50.47,0.018361581920904,0.0271448385179316,0.018361581920904,0.0612053031858937,0.0790534697669864,0.633840783602609,130233,0.814095401845976
2016-12-30,56.82,0.273705447209146,0.0117916226680745,0.273705447209146,-0.208954886788695,0.0789415521304694,0.85002732473677,-97125,0.674446618173877
2017-01-31,55.7,0.603339090385723,-0.00215439856373434,0.603339090385723,-0.142953143376997,0.0789415521304694,0.797356520629013,247003,0.684771387448639
2017-02-28,55.59,0.600172711571675,0.0165497391617195,0.600172711571675,-0.0447877628085313,0.0788910909026969,0.862382695616665,-2264,0.686748205416499
2017-03-31,52.83,0.468723936613845,0.0132500473215977,0.468723936613845,0.0854908281850279,0.0759902249796679,0.739978680635372,-341,0.738813057244034
2017-04-28,51.73,0.306313131313131,0.0061859655905665,0.306313131313131,0.33031659286472,0.0759902249796679,0.727897672126,-12596,0.765742037030926
2017-05-31,50.31,0.0452939954290466,0.00894454382826471,0.0452939954290466,-0.175823486013191,0.0759902249796679,0.673052355660632,4387,0.792967401168511
2017-06-30,47.92,-0.0356208492654458,0.017737896494157,-0.0356208492654458,0.037053593648815,0.0638459654668579,0.623140714651026,-53340,0.842134601375787
2017-07-31,52.65,0.239990579368818,0.00132953466286789,0.239990579368818,0.501239385317459,0.0583169333928727,0.724610739021934,-49006,0.753547466583437
2017-08-31,52.38,0.233631653320773,0.00916380297823594,0.233631653320773,0.599586563050763,0.0536531774019238,0.839684199925728,-246,0.758963906826
2017-09-29,57.54,0.223214285714286,-0.0130344108446299,0.223214285714286,0.591794101631443,0.0430731006531583,1.09033228869993,93205,0.656280316409904
2017-10-31,61.37,0.250917244190787,-0.00700668078865896,0.250917244190787,0.509690962041394,0.0430731006531583,1.7991443586368,59409,0.577513035796674
2017-11-30,63.57,0.316149068322982,-0.0147868491426774,0.316149068322982,0.362381832972184,0.0453656631258651,4.52064319167996,-12839,0.534539385219031
2017-12-29,66.87,0.324945512185456,-0.00643038731867818,0.324945512185456,0.337964287154977,0.0567483756520661,2.78947762835857,-112233,0.478376012933544
2018-01-31,69.05,0.215241112284407,-0.00231716147719041,0.215241112284407,0.313070410302857,0.0593157099518745,0.778402857936676,180358,0.45332914603268
2018-02-28,65.78,0.18096947935368,-0.0159622985709942,0.18096947935368,0.2815340463819,0.0528413927290864,1.54184978253532,-145978,0.504703241241992
2018-03-30,70.27,0.264076272710919,-0.013234666287178,0.264076272710919,0.0581685960194617,0.077460453077578,1.15909786916532,38535,0.435165287506205
2018-04-30,75.17,0.45312197950899,-0.00638552614074772,0.45312197950899,-0.340766468156791,0.077460453077578,0.647164761691372,199889,0.367758037520934
2018-05-31,77.59,0.499903344287648,-0.000386647763887082,0.499903344287648,-0.355467096357097,0.0792897992946218,0.860406698583228,-33623,0.336955075667492
2018-06-29,79.44,0.579010137149672,-0.00264350453172202,0.579010137149672,-0.505662313728945,0.0797685966455362,0.795839396408615,-116071,0.311433203498523
2018-07-31,74.25,0.549457429048414,-0.000538720538720616,0.549457429048414,-0.632470664903863,0.0797685966455362,0.90990509092629,-149862,0.377311103016009
2018-08-31,77.42,0.470465337132004,0.00284164298630851,0.470465337132004,-0.726427852926019,0.0814107674375549,0.437897480984594,-62863,0.330889788712293
2018-09-28,82.72,0.579228713249332,0.000120889748549402,0.579228713249332,-1.00365576348508,0.0814107674375549,0.416926334550645,23748,0.26188989218798
2018-10-31,75.47,0.31160931525895,-0.00569762819663433,0.31160931525895,-0.9511179356382,0.0814107674375549,0.413097308095585,-140888,0.352416621453963
2018-11-30,58.71,-0.043343653250774,0.0127746550843126,-0.043343653250774,-1.35845934731974,0.111227403858164,0.893961193994304,40292,0.608573414634837
2018-12-31,53.8,-0.195453865709586,0.00408921933085504,-0.195453865709586,-0.923272987786386,0.113638144785031,0.83866958776311,3365,0.709493639298701
2019-01-31,61.89,-0.0744728577837597,-0.016965584100824,-0.0744728577837597,-0.649877489150333,0.0800769907124855,0.355047222047704,170726,0.567047281036099
2019-02-28,66.03,-0.0437364228819694,0.00424049674390425,-0.0437364228819694,-0.67295112423822,0.08919373870991,0.326963072880839,-131495,0.503377082830179
2019-03-29,68.39,0.0396777135907569,-0.0118438368182483,0.0396777135907569,-0.857439797487712,0.0896507850272989,0.326834325560508,137734,0.459970893817894
2019-04-30,72.8,0.0360039846307099,-0.0101648351648351,0.0360039846307099,-0.857501275247215,0.0906993163368808,0.398624444433174,-121519,0.386887005500788
2019-05-31,64.49,-0.142077956631635,-0.0387657001085439,-0.142077956631635,-0.533069773268837,0.0961147558643829,0.550565750925229,83256,0.458266542604724
2019-06-28,66.55,-0.142286377110453,-0.0271975957926371,-0.142286377110453,-0.532752895867448,0.0961147558643829,0.551150594354648,136781,0.426823170785889
2019-07-31,65.17,-0.179632426988923,-0.00184133803897502,-0.179632426988923,-0.446291156802548,0.0961147558643829,0.37553721262589,-162181,0.36734245689407
2019-08-30,60.43,-0.186127946127947,-0.0195267251365215,-0.186127946127947,-0.431657291520284,0.0959189442466968,0.451404170267568,78433,0.406376957762816
2019-09-30,60.78,-0.265232108317215,-0.0251727541954591,-0.265232108317215,-0.254295546444084,0.0959189442466968,0.553596284641363,43008,0.383610909751734
2019-10-31,60.23,-0.271881044487428,-0.0101278432674746,-0.271881044487428,-0.292167528931828,0.0912323697342388,0.645205340696456,74753,0.32577284725791
2019-11-29,62.43,-0.172783887637472,-0.0310748037802339,-0.172783887637472,-0.537990573025845,0.0860974986852523,0.551629767879191,111621,0.249911532661055
2019-12-31,66,0.124169647419519,-0.0107575757575756,0.124169647419519,-0.0702146107056242,0.0860974986852523,0.755694240847415,-529,0.149333902955887
2020-01-31,58.16,0.0810408921933079,-0.0264786795048143,0.0810408921933079,-0.1930677936721,0.0872051352407756,1.60207594182404,-18032,0.213511019920411
2020-02-28,50.52,-0.183713039263209,-0.016825019794141,-0.183713039263209,-0.48774163257556,0.0872051352407756,16.88684399468,-11390,0.314173849615582
2020-03-31,22.74,-0.667495247843252,0.158751099384345,-0.667495247843252,-1.88140065774206,0.0872051352407756,0.972002547300281,52572,1.03156741566813
2020-04-30,25.27,-0.63050153531218,0.0478828650573804,-0.63050153531218,-1.85563348823516,0.00400312487993942,1.51312045569984,74584,0.870147817091831
2020-05-29,35.33,-0.514697802197802,0.071044438154543,-0.514697802197802,-0.532177439719824,0.00348976675883822,15.6425503637722,-40608,0.480278607286746
2020-06-30,41.15,-0.381667918858002,0.00291616038882148,-0.381667918858002,-0.642004704622042,0.00348976675883822,3.06452017038565,43191,0.309376983012502
2020-07-31,43.3,-0.349361382419234,0.00508083140877602,-0.349361382419234,-0.729458381309175,0.0105843609168893,2.15338777963972,-178749,0.199841042136119
2020-08-31,45.28,-0.250703293066358,0.00839222614840973,-0.250703293066358,-0.834815158643069,0.015175038173073,2.53095367199161,-115205,0.112287660076143
2020-09-30,40.95,-0.322356445474102,0.0329670329670328,-0.322356445474102,-0.763350539011276,0.0140820092823914,7.60098810763111,3299,0.212801283671992
2020-10-30,37.46,-0.383678841724252,0.0128136679124398,-0.383678841724252,-0.665062518524305,0.00647477557143855,76.4800052913956,49929,0.274104127824964
2020-11-30,47.59,-0.237706230978696,0.0060937171674722,-0.237706230978696,-0.618136173328807,0.00647477557143855,3.73337977310932,61644,-0.0296231799465167
2020-12-31,51.8,-0.17027070318757,0.000386100386100541,-0.17027070318757,-0.711153381013191,0.0127846455767446,3.7422407784024,-60229,-0.102855652939476
2021-01-29,55.88,-0.153333333333334,-0.0150322118826056,-0.153333333333334,-0.726297045395634,0.0027422042492761,2.75168631223045,134954,-0.214068478882784
2021-02-26,66.13,0.137035763411279,-0.025858158173295,0.137035763411279,-0.958801218232857,0.0027422042492761,1.88475124995441,180552,-0.395683975279227
2021-03-31,63.54,0.25771971496437,-0.0125904941768964,0.25771971496437,-1.07165442455334,0.0027422042492761,2.17047087103863,-227600,-0.36018151888812
2021-04-30,67.25,1.95734388742304,-0.0072862453531598,1.95734388742304,0.557357156105468,0.00622388106606358,1.88744416089044,-10274,-0.424568351777311
2021-05-31,69.32,0.962071893574864,-0.00533756491632997,0.962071893574864,0.23201932965867,0.00808293408778704,2.06213563163914,-147969,-0.445788564084844
2021-06-30,75.13,1.12652136994056,-0.00678823372820436,1.12652136994056,0.200091694984304,0.0148560681160993,1.94177974834324,37172,-0.505335732895868
2021-07-30,76.33,0.854921020656135,-0.0120529280754619,0.854921020656135,0.456594421261622,0.0149169481695938,1.87095369656577,-93755,-0.484493002698455
2021-08-31,72.99,0.68568129330254,-0.0186326894095081,0.68568129330254,0.546268768893866,0.0149169481695938,1.77843298459456,-7328,-0.411919864122387
2021-09-30,78.52,0.734098939929327,-0.00267447784004071,0.734098939929327,0.480911329730974,0.0168798321149528,1.92515877362816,-7831,-0.463841637917186
2021-10-29,84.38,1.06056166056166,-0.00782175871059487,1.06056166056166,0.525081256617931,0.0167410132090796,1.64856610177199,-49445,-0.51183500010581
2021-11-30,70.57,0.883876134543512,-0.0189882386283121,0.883876134543512,-0.00545241903983968,0.0167471487672977,1.98903410674819,-64608,-0.329086138210495
2021-12-31,77.78,0.63437696995167,-0.00552841347390087,0.63437696995167,-0.794199566515291,0.0226757146528324,1.06874078004268,-86226,-0.429765542334302
2022-01-31,91.21,0.632247673586256,-0.0213792347330335,0.632247673586256,-0.529263746526207,0.0293224410868337,0.808843086481078,99225,-0.570903351703311
2022-02-28,100.99,0.527143505216997,-0.0299039508862263,0.527143505216997,-0.766956467176418,0.0324425644790536,0.835520719577821,-79890,-0.67276031354971
2022-03-31,107.91,0.631785876304249,-0.0296543415809472,0.631785876304249,-0.865371365856402,0.0300759003131973,0.86672342079467,-248770,-0.722244166057556
2022-04-29,109.34,0.720805791627322,-0.0201207243460765,0.720805791627322,-1.02814128871178,0.0284142245812044,0.854120444056073,38663,-0.730099874358134
2022-05-31,122.84,0.826617100371747,-0.058938456528818,0.826617100371747,-1.03581401916836,0.0284142245812044,0.812228456507129,-23416,-0.812145793295111
2022-06-30,114.81,0.656231967686094,-0.0503440466858288,0.656231967686094,-0.781738038791698,0.014588331162231,0.787950249034418,-11899,-0.721670158374718
2022-07-29,110.01,0.464261945960336,-0.0549040996273067,0.464261945960336,-0.508549032045832,0.01313520499276,0.825883490182947,-43423,-0.680501361240065
2022-08-31,96.49,0.264116336957946,-0.00880920302622024,0.264116336957946,-0.361904289509827,0.0156494607679621,0.863109191846015,16334,-0.517534034138854
2022-09-30,87.96,0.205096588573778,-0.0320600272851296,0.205096588573778,-0.311607921752643,0.0151712506064751,0.965922227621693,22152,-0.40553069951309
