"Dates","LL1_Comdty","Momentum","Basis","Basis_Momentum","Skewness","Inflation_Beta","Volatility","Open_Interest","Value"
2011-07-29,2599.5,0.501082719792118,0.00403923831506048,0.501082719792118,0.223297782397629,0.0639274985417808,0.793730163306263,2374,NA
2011-08-31,2601,0.262927895120175,-0.00615148019992307,0.262927895120175,0.147739444689754,0.063363739100246,0.868243394879431,-1146,-0.637819949042887
2011-09-30,1984,-0.03125,0,-0.03125,-0.740476107777467,0.0596595261074639,1.92461652062842,-2220,-0.326324995568631
2011-10-31,2066,-0.150231362467866,0.00375121006776369,-0.150231362467866,-0.665791694398316,0.0586975321767545,1.28618197876419,-9295,-0.305903987808412
2011-11-30,2097.75,-0.137172236503856,0.00250268144440469,-0.137172236503856,-0.748158632569152,0.0586997228061843,0.433229315602462,1290,-0.321154958879007
2011-12-30,2017.75,-0.0890519187358915,0.00346921075455331,-0.0890519187358915,-0.881508335719533,0.0596580870090894,0.458365834900742,-709,-0.166018363449749
2012-01-31,2191,-0.145142411236832,0.00536284801460529,-0.145142411236832,-1.46265303266782,0.0596580870090894,0.412820065853216,3027,-0.157504787133599
2012-02-29,2138.75,-0.15213082259663,0.00514319111630623,-0.15213082259663,-1.43772253759395,0.0594600820578536,0.383288858219485,-3376,-0.0987370461731624
2012-03-30,2037,-0.21000581733566,0.000981836033382422,-0.21000581733566,-1.2669028222739,0.0580398144753793,0.410534374886762,10693,0.107805976687336
2012-04-30,2155,-0.138775102407833,0.000464037122969829,-0.138775102407833,-1.501334960519,0.0580398144753793,0.449568519370029,-9913,0.0514933903762937
2012-05-31,1909,-0.237086622040164,0.00235725510738605,-0.237086622040164,-1.18918887896666,0.0637372616150707,0.848182539774539,9615,0.265069662671777
2012-06-29,1850.5,-0.26987571513119,0.0024317751958931,-0.26987571513119,-1.10077273181171,0.0586731876068376,0.932608241779012,10787,0.322645273293931
2012-07-31,1913.5,-0.263896903250625,0.00209041024301015,-0.263896903250625,-1.10468047134182,0.0586731876068376,1.05155463510553,-4992,0.322296421021336
2012-08-31,1964.5,-0.244277745720331,-0.0015271061338763,-0.244277745720331,-1.22583763807429,0.0561442882678253,1.43954116236858,-12124,0.342206187690686
2012-09-28,2275.75,-0.125048058439062,0.00285620125233432,-0.125048058439062,-0.684341370567159,0.057031794907506,1.28630464553622,12657,0.222359619673926
2012-10-31,2073.5,0.0451108870967742,-0.00578731613214367,0.0451108870967742,0.265576550154838,0.057031794907506,5.68141462835765,733,0.334411165063171
2012-11-30,2250,0.0890609874152957,0,0.0890609874152957,0.194231336151558,0.0493823758983869,2.2238053428083,921,0.251430281018911
2012-12-31,2315.5,0.147565357452608,0.00194342474627507,0.147565357452608,0.0348320279728016,0.075037130024757,2.01190500590453,300,0.212782713699734
2013-01-31,2427.5,0.203072729525462,0.000823892893923706,0.203072729525462,-0.0528471965355767,0.0803049198848694,0.841731082944826,-808,0.14835990502428
2013-02-28,2271.5,0.0367412140575081,0.00176095091349326,0.0367412140575081,0.220341336620035,0.0666724178349117,1.42184492744228,-5071,0.206004334148727
2013-03-29,2096.75,-0.0196376388077144,0.00321926791462968,-0.0196376388077144,0.255750428627421,0.0644946561553493,2.3957969015466,-7596,0.22481357393682
2013-04-30,2011.75,-0.0123956799214527,0.00447371691313525,-0.0123956799214527,0.246906056053931,0.0718833517721744,3.24166331303708,3103,0.240204424212616
2013-05-31,2209,0.0250580046403717,-0.000905387052965168,0.0250580046403717,0.215610976838472,0.0709485068946649,2.00069082643598,-4484,0.0305215379584631
2013-06-28,2044.5,0.0709795704557366,0.00183418928833445,0.0709795704557366,0.33907303233745,0.0709485068946649,1.09698606074348,5819,0.078404705669298
2013-07-31,2063,0.114833828694947,0,0.114833828694947,0.250328328713278,0.0709485068946649,1.96429092612904,-3042,-0.0265624382262645
2013-08-30,2141,0.118892082571205,0.00210182157870165,0.118892082571205,0.240092445868037,0.052153688588919,1.4928134173518,632,-0.134111550721037
2013-09-30,2097.25,-0.078435680544875,0.00429133388961733,-0.078435680544875,0.156486261191774,0.052153688588919,1.65427434458243,3379,-0.180785009909863
2013-10-31,2168,-0.0473470284521584,0.0042666051660516,-0.0473470284521584,0.0452101889745688,0.0517761753553453,43.3276708378027,-1503,-0.303368855608294
2013-11-29,2061.75,-0.0056667470460573,0.00327391778828656,-0.0056667470460573,0.112209725858961,0.0212766456583488,4.06626827390959,1625,-0.309562389946348
2013-12-31,2197.5,-0.023333333333333,0.00591581342434577,-0.023333333333333,0.0668938749141861,0.0212766456583488,2.14184620844071,3872,-0.388028101576112
2014-01-31,2101.25,-0.0925286115309867,0.00416418798334317,-0.0925286115309867,0.291378170108908,0.0186039162974904,1.92131827626082,-5759,-0.338504226957054
2014-02-28,2121.5,-0.12605561277034,0.00365307565401829,-0.12605561277034,0.403864213583131,0.0187188700253519,2.57502059507345,14467,-0.38968176766051
2014-03-31,2047.5,-0.0234887325622987,0.0056166056166056,-0.0234887325622987,0.387752543338206,0.0174720452156256,1.46289923585525,1540,-0.304369804033797
2014-04-30,2089.25,-0.00357696434958854,0.00502572693550318,-0.00357696434958854,0.31550871066228,0.0175098295042394,2.08273966616471,-4781,-0.300873013824295
2014-05-30,2076.5,0.0321859077917237,0.00385263664820612,0.0321859077917237,0.241456471216129,0.0184147403680131,1.94529016438646,-683,-0.22864666635576
2014-06-30,2150.5,0.051846417216924,0.00476633341083477,0.051846417216924,-0.0531898985156893,0.0184147403680131,2.58921356199291,-1579,-0.263663255508743
2014-07-31,2221.5,0.0865737344093918,0.000450146297546805,0.0865737344093918,-0.182659230156722,0.018095911138389,2.77462502057001,5173,-0.187081912769895
2014-08-29,2233.25,0.082525448376151,0.00156722265756182,0.082525448376151,-0.160229513701985,0.0263528533239309,3.01931085671013,-1973,-0.1434905724611
2014-09-30,2093.5,-0.022185894441849,0.00131358968235018,-0.022185894441849,-0.035618263539189,0.0192069619402278,1.49631063375803,-3577,-0.0788699553383493
2014-10-31,2001.25,-0.0457742281559185,0.00174890693316687,-0.0457742281559185,0.00873986734431174,0.021512895090549,1.82065853727421,-3440,0.0103817084167625
2014-11-28,2027.25,-0.0649215867158671,0,-0.0649215867158671,0.065143645109084,0.021512895090549,3.01231074317143,-1056,0.0258779852522746
2014-12-31,1851,-0.102218988723172,0.00270124257158288,-0.102218988723172,-0.195579891682683,0.021512895090549,6.00211506993559,-172,0.113855066415733
2015-01-30,1850.25,-0.158020477815699,0.00270233752195659,-0.158020477815699,-0.460934346582759,0.0232514219058825,5.88964261096064,2689,0.12840070142744
2015-02-27,1720.5,-0.181201665675193,0.00203429235687302,-0.181201665675193,-0.429121839928555,0.0232514219058825,0.724396396336066,8262,0.210676348538839
2015-03-31,1825.25,-0.139641762903606,-0.00273935077386656,-0.139641762903606,-0.210992396130349,0.0232514219058825,2.83761844645793,9024,0.154594596928893
2015-04-30,2120.5,0.035653235653236,0,0.035653235653236,0.699109929037528,0.020162324084741,1.36424134430795,6563,0.0106176209111344
2015-05-29,1940,-0.0714371185832234,0.00231958762886597,-0.0714371185832234,0.735666049190604,0.022301194013468,5.88832213465842,-2374,0.0939522604358154
2015-06-30,1749.25,-0.157596917890681,0.00257253108475064,-0.157596917890681,0.706765872964418,0.00595589596477286,8.31460838263179,-6914,0.19332898772291
2015-07-31,1695.5,-0.211578702627296,0.00117959304040105,-0.211578702627296,0.913940858784453,-0.000288002955356781,13.4784084471335,-8764,0.250467602597161
2015-08-31,1729.5,-0.225568118213366,0.00115640358485103,-0.225568118213366,0.991138698158697,-0.000650894962504916,6.12511100331107,-1602,0.247006123448301
2015-09-30,1665,-0.25444979290272,0.00255255255255249,-0.25444979290272,1.08824024226808,0.00743328824767101,0.527969899841115,-57,0.28501334941098
2015-10-30,1685.25,-0.19500835920707,0.00237353508381544,-0.19500835920707,0.920836120373808,0.00739470691935661,0.556291642632195,303,0.303837540104898
2015-11-30,1652,-0.185102972006412,-0.00181598062953992,-0.185102972006412,0.921058668813842,0.00739470691935661,0.74521632359388,3707,0.3265105558247
2015-12-31,1796.75,-0.113700826242446,0.000417420342284647,-0.113700826242446,0.673654902992652,-0.000342763702681584,0.759389988218615,-231,0.278604919365013
2016-01-29,1722.5,-0.0694219340896809,-0.000870827285921583,-0.0694219340896809,0.721073294438054,-0.0144919959123712,0.531998490633883,-3628,0.348536524227891
2016-02-29,1752.25,0.0184539378087769,0,0.0184539378087769,0.568010819386921,-0.0131898887490755,0.46025365017335,7251,0.344345960013536
2016-03-31,1698.75,-0.0126416739319962,0.00132450331125833,-0.0126416739319962,0.675847813398699,-0.0172038176907826,0.736839424752498,-4972,0.37735730073879
2016-04-29,1802,-0.0127379810984792,0.00124861265260812,-0.0127379810984792,0.67612823233355,-0.029947367100345,1.25506179293156,1050,0.325692126048251
2016-05-31,1695.5,-0.126030927835051,0.00117959304040105,-0.126030927835051,0.275111203317137,-0.029947367100345,1.06475346273493,3184,0.362805874265076
2016-06-30,1785.75,-0.0795103092783501,0.00111997760044802,-0.0795103092783501,0.119146532317798,-0.0252776817386603,1.29440952716444,-9071,0.304699568275424
2016-07-29,1814.75,0.0374446191224813,0.00192864030858253,0.0374446191224813,0.347016438270276,-0.0228328454733029,1.61157423759356,2750,0.283722252068941
2016-08-31,1900,0.120613388381009,0.00105263157894742,0.120613388381009,0.0748645200452603,-0.0228328454733029,1.62630443702463,3766,0.218387319081505
2016-09-30,2116.75,0.223908644116797,0.00153537262312509,0.223908644116797,0.238568780604739,-0.0152315430034871,2.59655944076958,4079,0.0925801171268368
2016-10-31,2055,0.219403649310192,0.00194647201946463,0.219403649310192,0.212489972634525,-0.00806634824518781,3.20017007521334,-5129,0.0943235544897368
2016-11-30,2354.5,0.397122088710874,0.00169887449564654,0.397122088710874,0.319768237576245,-0.00789807532759279,0.702010529800066,-2750,-0.0417289882635376
2016-12-30,2003.5,0.212772397094431,0.00199650611429991,0.212772397094431,-0.314658702454816,-0.00780505232618899,3.25575383484614,-3590,0.0838733196319197
2017-01-31,2369,0.375326560232221,0.000422119037568613,0.375326560232221,-0.14544011784669,-0.00780505232618899,1.15531404764099,-118,-0.130049952589185
2017-02-28,2259.25,0.311611030478955,-0.00132787429456682,0.311611030478955,-0.00623616770717432,-0.00886578144827295,1.1746484812987,-5375,-0.0826149272124642
2017-03-31,2335.75,0.333000428021116,0.000749224017981387,0.333000428021116,-0.0451264354065762,-0.00821973572574476,1.02824732544727,988,-0.132352383548991
