"Dates","CT1_Comdty","Momentum","Basis","Basis_Momentum","Skewness","Inflation_Beta","Volatility","Open_Interest","Value"
2011-07-29,102.08,0.235835351089588,-0.00303683385579945,0.235835351089588,-0.84501772597374,0.0393092152308181,0.855816999786364,4192,NA
2011-08-31,105.88,0.285575522098106,-0.000661125802795537,0.285575522098106,-0.901804203890514,0.0386837185932809,0.742985697867095,4565,-0.706693519159016
2011-09-30,98.71,0.108105074090705,0.0149934150541993,0.108105074090705,-0.701417883354836,0.0407560179350098,0.828693110165504,2860,-0.640158823365736
2011-10-31,102.29,-0.183378572569056,-0.014370906246945,-0.183378572569056,-0.66108655959831,0.0404517736643468,0.582777215047249,12451,-0.681017182523243
2011-11-30,90.31,-0.279019639150567,0.00664378252685194,-0.279019639150567,-0.52314299586847,0.0405411931430606,0.516630800989623,-25784,-0.556453462317034
2011-12-30,91.8,-0.272756080171116,-0.00130718954248354,-0.272756080171116,-0.533906193599837,0.0397941239180523,0.507417935205058,14403,-0.56270417872148
2012-01-31,93.25,-0.356052758787377,0.0135120643431637,-0.356052758787377,-0.53270124202745,0.0397941239180523,0.541328990999447,20542,-0.559073555098083
2012-02-29,89.86,-0.466516266919972,0.00645448475406196,-0.466516266919972,-0.577207447767417,0.0394920499900124,0.45339639547232,81,-0.522254035338773
2012-03-30,93.52,-0.544116213317734,0.00427715996578271,-0.544116213317734,-1.5811832388331,0.0399615431342604,0.43555178699372,19417,-0.533557937607514
2012-04-30,87.25,-0.511970019017787,0.0246418338108882,-0.511970019017787,-1.57805696961897,0.0399615431342604,0.524110382261455,-11516,-0.464160181526238
2012-05-31,71.55,-0.599787448260432,0.00419287211740027,-0.599787448260432,-1.2906227093777,0.0527587793601409,1.00194325639324,17153,-0.240645167268778
2012-06-29,72.16,-0.545219638242894,-0.00817627494456763,-0.545219638242894,-1.48014484630588,0.0513486354105627,0.983650449473503,-31331,-0.238308425518852
2012-07-31,70.58,-0.308581504702194,0.0107679229243411,-0.308581504702194,-0.822696343729521,0.0513486354105627,0.895088500896914,10324,-0.185854612410163
2012-08-31,76.48,-0.250783699059561,0.0101987447698746,-0.250783699059561,-0.696708380352648,0.0524606519652214,0.899758530007997,5676,-0.233013673362948
2012-09-28,69.15,-0.346902153381186,0.0216919739696313,-0.346902153381186,-0.409734051270694,0.0504282941199191,1.12068567529488,8064,-0.125363211170704
2012-10-31,70.07,-0.290142842670449,0.0188383045525904,-0.290142842670449,-0.619790800094665,0.0504282941199191,1.68445132072594,14409,-0.109368199043698
2012-11-30,72.65,-0.289764395346564,0.0173434273916035,-0.289764395346564,-0.619305243352107,0.0472266192319363,1.49072722239562,-44669,-0.123135095128661
2012-12-31,75.14,-0.181481481481481,0.00958211338834181,-0.181481481481481,-0.863227878258257,0.066395203480717,1.5452585150021,10913,-0.123555587096913
2013-01-31,82.95,-0.0964052287581699,0.00241109101868608,-0.0964052287581699,-0.717467450884042,0.0641791169487041,1.09523635769917,37474,-0.216385246699068
2013-02-28,83.56,-0.103914209115282,0.0207036859741503,-0.103914209115282,-0.699492516377993,0.0599610330391283,1.81210022144887,-14991,-0.218971140605017
2013-03-29,88.46,-0.0155797907856667,0.0152611349762606,-0.0155797907856667,-0.876965493234707,0.0580543327196811,1.46294253272007,16762,-0.257523268403469
2013-04-30,85.53,-0.0854362703165097,0.0226820998480066,-0.0854362703165097,-0.703155832357323,0.0644528268542668,1.50647710971492,-44787,-0.239657426698517
2013-05-31,79.36,-0.090429799426934,0.0318800403225807,-0.090429799426934,-0.690306513474231,0.0667440596308137,2.32795025593929,14618,-0.213190149439052
2013-06-28,82.71,0.155974842767296,0.0350622657477935,0.155974842767296,-0.311197813087495,0.0667440596308137,1.66801864989784,-23804,-0.246868138254986
2013-07-31,85.63,0.186668514412417,-0.00525516758145494,0.186668514412417,-0.400222333871197,0.0667440596308137,1.6304669713567,14327,-0.323124653995799
2013-08-30,83.7,0.185888353641259,-0.00250896057347683,0.185888353641259,-0.398194170787882,0.0798532372086407,1.78057710442704,5448,-0.332779037314237
2013-09-30,86.11,0.245263919016631,0.0127743583788178,0.245263919016631,-0.257167973141938,0.0798532372086407,2.23354786399719,24202,-0.388837766334622
2013-10-31,77.18,0.116124367317426,0.0261725835708733,0.116124367317426,-0.490291214647127,0.0814434009307129,1.34316841496579,-3154,-0.316607856707562
2013-11-29,78.14,0.115170543741973,0.0154850268748399,0.115170543741973,-0.487087314827433,0.0616181170851257,1.4061013693547,-40620,-0.345200735411944
2013-12-31,84.64,0.165037852718513,-0.00283553875236287,0.165037852718513,-0.437417782713979,0.0616181170851257,2.0005794338805,15489,-0.442551993631671
2014-01-31,85.83,0.142267766835241,0.0058254689502506,0.142267766835241,-0.37477721969014,0.060446553183074,1.10742446681637,6901,-0.475754185947369
2014-02-28,86.59,0.0438818565400847,0.00635177272202325,0.0438818565400847,-0.587660440809798,0.0606988516821509,0.686794841907227,-18194,-0.513601154633013
2014-03-31,93.52,0.0572009947999097,0.000320786997433764,0.0572009947999097,-0.442326352833071,0.0616598641720118,0.458219733729077,22885,-0.590948531404817
2014-04-30,94.14,0.0642098123445627,0.0015933715742511,0.0642098123445627,-0.467259864423936,0.0612244625534203,0.572881396652893,1138,-0.579686014890628
2014-05-30,86.27,0.00865193499356942,-0.105946447200649,0.00865193499356942,-0.43423706615478,0.0646549671974146,0.496229010696968,3678,-0.440888704216959
2014-06-30,79.21,-0.0423165276266473,-0.0736018179522787,-0.0423165276266473,-0.320802921887496,0.0646549671974146,0.515047284453522,-43841,-0.35550934460466
2014-07-31,62.09,-0.249304799903276,0.0125624094057013,-0.249304799903276,-0.871497194830715,0.0685328195757007,0.485999590051946,16696,-0.0449362696431923
2014-08-29,67.6,-0.210557047763634,-0.0152366863905326,-0.210557047763634,-0.761195613001626,0.07642172186243,0.659074419946447,13668,-0.0745954980454064
2014-09-30,61.96,-0.25973715651135,-0.0095222724338283,-0.25973715651135,-0.599436600263914,0.0794493975529497,0.480271423360299,7276,0.0125234694548441
2014-10-31,64.45,-0.251538729531994,-0.0237393328161366,-0.251538729531994,-0.604941311278933,0.0748706878944524,0.640397209472841,15563,0.0373437318073881
2014-11-28,60.96,-0.210158072039389,-0.0144356955380578,-0.210158072039389,-0.721624035551668,0.0748706878944524,0.498398480684859,-25656,0.109583868200658
2014-12-31,60.27,-0.228692091118505,0.0132736021237763,-0.228692091118505,-0.674454290735076,0.0748706878944524,0.59894178776053,6104,0.162674626939674
2015-01-30,59.36,-0.298676748582231,0.0111185983827493,-0.298676748582231,-0.694741582774759,0.0780020055913257,0.571600152743723,34978,0.208923075509368
2015-02-27,64.73,-0.245834789700571,0.00308975745403983,-0.245834789700571,-0.590826070485665,0.0780020055913257,0.771815859846297,-28754,0.139511148005073
2015-03-31,63.1,-0.271278438618778,0.0057052297939777,-0.271278438618778,-0.516675832231136,0.0780020055913257,0.683467501342417,-2267,0.226235195389779
2015-04-30,68.12,-0.271599657827203,-0.00352319436288917,-0.271599657827203,-0.51802553650619,0.0765780724719625,0.978109458598827,10896,0.209976253382456
2015-05-29,64.35,-0.316443594646272,0.0147630147630149,-0.316443594646272,-0.371216633708571,0.0785895571549915,1.02905367281012,-3572,0.283038440328597
2015-06-30,67.51,-0.217456821606584,0.0207376684935563,-0.217456821606584,-0.622000430228663,0.0775264191718343,7.87509193087845,-8587,0.287820931126274
2015-07-31,64.01,-0.191894962757228,0.00312451179503181,-0.191894962757228,-0.700257477184338,0.0829236771442565,5.96469307160162,-2280,0.486096492777226
2015-08-31,63.74,-0.0571005917159761,-0.0116096642610606,-0.0571005917159761,0.333592702729037,0.0818036165673299,14.7051681999509,1386,0.583912186027507
2015-09-30,59.49,-0.119970414201183,0.0159690704320052,-0.119970414201183,0.433590452643785,0.082576331437583,2.47721375370284,8426,0.652916263816884
2015-10-30,63.32,0.0219496449322141,-0.00505369551484525,0.0219496449322141,0.259735839346539,0.082507740874651,81.9911577165031,11121,0.707380407597393
2015-11-30,61.3,0.00557742782152215,0.0218597063621535,0.00557742782152215,0.395168499141385,0.082507740874651,3.58925586116166,-21320,0.769015041869973
2015-12-31,63.28,0.0380577427821522,0.0131163084702908,0.0380577427821522,0.292580939188719,0.0751827479889123,3.26952127735534,6978,0.797128865098304
2016-01-29,61.13,0.0142691222830593,0.00768853263536728,0.0142691222830593,0.342129554518888,0.0653969137366838,1.40764170590614,12963,0.842309554876254
2016-02-29,58.01,-0.103815850455739,-0.0260299948284778,-0.103815850455739,0.488415375251777,0.0552737611501533,0.577571194460086,4529,0.929074271028735
2016-03-31,58.44,-0.0971728719295538,-0.00222450376454475,-0.0971728719295538,0.443931111752096,0.0396864604070653,0.462684479854052,16344,0.905119206026478
2016-04-29,63.76,0.010459587955626,0.000156838143036575,0.010459587955626,0.276336042263069,0.0475717491951857,0.677313744029225,-26897,0.840970752493173
2016-05-31,63.94,-0.00637140637140632,0.000781983109164885,-0.00637140637140632,0.31471648020155,0.0475717491951857,0.791900319375133,10444,0.795365206922207
2016-06-30,62.82,-0.0237762237762237,0.02865329512894,-0.0237762237762237,0.401381817708159,0.045789716851119,0.808339278231474,-18661,0.794161700029669
2016-07-29,74.16,0.0985039253443931,-0.0016181229773462,0.0985039253443931,1.09296570577748,0.0476738560194366,13.9818179587141,50210,0.624717603929407
2016-08-31,65.32,0.0204655522574597,0.00398040416411516,0.0204655522574597,0.673026763949525,0.0476738560194366,1.39905701896374,-6366,0.680388904804681
2016-09-30,68.29,0.0713837464700342,-0.00307512080831762,0.0713837464700342,0.526956995128403,0.050477425981385,2.05688386721258,19924,0.567037022838404
2016-10-31,68.86,0.0874921036007581,0.00740633168748195,0.0874921036007581,0.60011002587826,0.0532210468559545,1.7007544752619,12857,0.432471512845702
2016-11-30,72.46,0.144346178142767,-0.012144631520839,0.144346178142767,0.497015002436765,0.0545487748185511,8.61245610341476,-4196,0.381512285289149
2016-12-30,70.65,0.15252854812398,0.00523708421797586,0.15252854812398,0.490593686378703,0.0571507429518177,95.5916836869447,-11233,0.314948617356939
2017-01-31,74.94,0.225911990839195,0.00880704563650925,0.225911990839195,0.284990407886919,0.0571507429518177,7.92758664278378,31290,0.171161750046007
2017-02-28,75.33,0.232291837068543,0.013407672905881,0.232291837068543,0.340310553413744,0.0572242516763944,5.81923400774365,-10223,0.165971081573945
2017-03-31,77.33,0.333046026547147,0.01629380576749,0.333046026547147,0.226682695158604,0.0548003036650467,12.4239751164431,13523,0.0962962925080576
2017-04-28,80.23,0.372861054072554,-0.0169512651128007,0.372861054072554,0.136759970314467,0.0548003036650467,3.25869381934098,-25221,0.0461176820949655
2017-05-31,76.98,0.207340025094103,-0.0252013510002598,0.207340025094103,0.415976749906858,0.0548003036650467,8.47407766515731,-13112,0.0467448239867205
2017-06-30,75.31,0.177822959024085,-0.0657283229318816,0.177822959024085,0.465576188386992,0.0325467269782095,4.25060939182433,-37146,0.0586621735218149
2017-07-31,70.5,-0.0493527508090617,-0.0232624113475177,-0.0493527508090617,-0.672086247384582,0.0353427667001796,7.14259016061987,12005,0.11150526408402
2017-08-31,71.48,-0.0361380798274004,-0.00769445998880802,-0.0361380798274004,-0.76488116290362,0.0340454135648078,1.08702949456973,9699,0.0881980228828526
2017-09-29,69.08,0.0575627679118189,-0.00911986103068896,0.0575627679118189,-0.172388107272214,0.0221465088932026,1.54617256692224,6837,0.120970088553783
2017-10-31,68.38,0.00131790891785033,-0.000584966364433948,0.00131790891785033,0.0175676063536215,0.0221465088932026,0.769037856954214,1154,0.123240302997469
2017-11-30,75.04,0.0897473133894862,-0.0297174840085288,0.0897473133894862,0.302132033856013,0.0297644691812428,0.462426760645738,12220,0.0195744005214011
2017-12-29,78.63,0.0851504278222472,0.00419687142312086,0.0851504278222472,0.310368020848074,0.0400440205644546,0.397024735886267,36351,-0.0131858788142516
2018-01-31,77.28,0.0938428874734605,0.0139751552795031,0.0938428874734605,0.297750252232411,0.0447184624862243,0.385036956388999,21143,0.0173963763733087
2018-02-28,81.65,0.0895382973045102,0.0156766687078995,0.0895382973045102,0.298072825146212,0.0453242952191978,0.414429998370469,-41277,-0.0291091176942527
2018-03-30,81.46,0.0813752820921274,0.00417382764547014,0.0813752820921274,0.331274816321598,0.056197665337304,0.417834058266299,18482,-0.00168937118795672
2018-04-30,84.68,0.0554655365823256,-0.0099196976854039,0.0554655365823256,0.40536769723577,0.056197665337304,0.340560142966605,-12650,-0.0404567152343548
2018-05-31,93.15,0.161037018571606,0.00214707461084251,0.161037018571606,0.347972280432146,0.063592203751484,0.277788263097682,49462,-0.132080221442314
2018-06-29,85.38,0.109119251753702,-0.0024595924104005,0.109119251753702,0.116745233756369,0.0587547221969887,0.371059293751069,-60572,-0.0358602379813423
2018-07-31,90.28,0.198778382684902,-0.00764288879042974,0.198778382684902,-0.124726319635134,0.0587547221969887,0.364467413884093,11274,-0.0796366462788579
2018-08-31,82.31,0.167517730496454,-0.0010934272870855,0.167517730496454,-0.235462413560059,0.0546421108839978,0.425112359557927,-15134,0.016139624580903
2018-09-28,76.76,0.0738668158925571,-0.00508077123501827,0.0738668158925571,-0.0772375398827487,0.0546421108839978,0.553435529645694,-5736,0.0860374502685115
2018-10-31,76.86,0.112623045744065,0.0187353629976581,0.112623045744065,-0.178004922284861,0.0546421108839978,0.511346155758876,19482,0.0989266034902286
2018-11-30,77.16,0.128400116993273,0.022680145152929,0.128400116993273,-0.225073509545827,0.0438946682855084,0.503349994462315,-47144,0.0957016245666819
2018-12-31,72.2,-0.0817754037899019,0.0180055401662049,-0.0817754037899019,0.0914910292418325,0.0467705712050216,0.590577404246953,-4871,0.164151944433256
2019-01-31,74.4,-0.0537962609690956,0.0169354838709677,-0.0537962609690956,-0.0191619283459085,0.0390998204613659,0.511281218894993,19837,0.113131114686404
2019-02-28,71.74,-0.0716873706004142,0.0150543629774185,-0.0716873706004142,0.035406775384685,0.0316471466623702,0.600285911922924,-12836,0.147216823154397
2019-03-29,77.61,-0.0494794856093083,0.00901945625563716,-0.0494794856093083,0.0736139695683217,0.0317480830770248,0.383151732167151,3737,0.0522956694777842
2019-04-30,75.98,-0.0672722808740485,0.0105290866017373,-0.0672722808740485,0.134001539421103,0.0279263700291303,0.549599054381637,-13529,0.0486042165831331
2019-05-31,68.08,-0.196032120925838,-0.00455346650998834,-0.196032120925838,0.292045579988046,0.0338015993087072,1.06491631878441,4216,0.126643866836481
2019-06-28,63.15,-0.322061191626409,0.0411718131433096,-0.322061191626409,0.428823208590066,0.0338015993087072,2.51621558604175,-40815,0.2018145023051
2019-07-31,63.22,-0.259545561021317,0.00980702309395776,-0.259545561021317,0.239896124005443,0.0338015993087072,1.12003802844211,20629,0.157704227914847
2019-08-30,59.05,-0.345923792645104,-0.00372565622353938,-0.345923792645104,0.503805749144832,0.0328329520499619,0.70508913432186,26433,0.203768631665279
2019-09-30,59.75,-0.221599791558103,0.0180753138075314,-0.221599791558103,0.163720897622004,0.0328329520499619,2.79805993100351,12267,0.17551087599184
2019-10-31,64.44,-0.160500260552371,0.0223463687150838,-0.160500260552371,0.144320884841734,0.03980927990737,23.9210172215807,11394,0.0630736541583369
2019-11-29,64.4,-0.162112932604736,0.0149068322981365,-0.162112932604736,0.151470980149034,0.044645005304524,8.07639591802147,-46635,0.0297373751200455
