"Dates","DA1_Comdty","Momentum","Basis","Basis_Momentum","Skewness","Inflation_Beta","Volatility","Open_Interest","Value"
2011-07-29,21.38,0.570903747244673,0.00374181478016844,0.570903747244673,-0.101388986535522,-0.001174425670864,1.53700792288169,1024,NA
2011-08-31,21.57,0.443775100401606,-0.133518776077886,0.443775100401606,0.044646393619227,0.00115476370618338,0.944385155515484,-1050,-0.579561252007661
2011-09-30,17.44,0.151155115511551,-0.059059633027523,0.151155115511551,-0.0026475995940742,0.00083894023306234,1.80564152125168,-7332,-0.344487690380503
2011-10-31,18.04,0.0661938534278956,0.0133037694013305,0.0661938534278956,0.0903091567706173,0.000446711090927855,1.3093993333123,3772,-0.33510583871303
2011-11-30,19.1,0.128841607565012,-0.0350785340314137,0.128841607565012,0.0265134355485331,0.000423402232191219,1.00847957538019,2014,-0.392202659131137
2011-12-30,17.26,0.116429495472187,0.0098493626882965,0.116429495472187,0.0308720322876697,0.000959381601996021,1.31010456449065,-6086,-0.210984067714693
2012-01-31,17.09,0.292738275340394,-0.0333528379169105,0.292738275340394,-0.0317277527803206,0.000959381601996021,0.419261037857019,4705,-0.14620793314223
2012-02-29,16.07,0.191252779836916,-0.0329807093963909,0.191252779836916,0.0783814581502873,0.000614843827706036,0.521021092204781,489,-0.0634190484166415
2012-03-30,15.66,-0.0815249266862172,0,-0.0815249266862172,-0.172668666363722,-0.000226421835842658,0.546537607489652,-8251,0.0505826332431809
2012-04-30,15.73,-0.041438147471054,-0.0502225047679594,-0.041438147471054,-0.246971329261911,-0.000226421835842658,0.564131435771753,3264,0.0461226067356513
2012-05-31,15.62,-0.0481413772090188,0.0454545454545454,-0.0481413772090188,-0.241553006873338,0.00150199355613885,0.500711864036911,-6771,0.0942978752919571
2012-06-29,15.65,-0.0538089480048364,0.0779552715654952,-0.0538089480048364,-0.227405292595738,-0.00159963589874118,0.499138658850216,2941,0.11310996368645
2012-07-31,16.67,-0.220299345182413,0.0245950809838031,-0.220299345182413,-1.06304240072742,-0.00159963589874118,0.461658904961009,918,0.0881067115508686
2012-08-31,18.89,-0.116463985032741,0.046056114346215,-0.116463985032741,-0.573068335269897,0.00740950207355047,0.45438838244033,-1691,-0.0175410663439689
2012-09-28,18.98,-0.120074177097821,0.0990516332982085,-0.120074177097821,-0.563632537256665,0.00537563484709363,0.461745127487883,3219,-0.0026378279605504
2012-10-31,21.06,0.20756880733945,-0.0427350427350427,0.20756880733945,0.180301150826156,0.00537563484709363,0.536559030141525,-7128,-0.106465012533771
2012-11-30,20.8,0.152993348115299,-0.0990384615384616,0.152993348115299,0.325533658244397,0.0070368523472479,0.5496316394068,2860,-0.0777216853822138
2012-12-31,18.6,0.0776361529548091,-0.0370967741935484,0.0776361529548091,0.371606997645431,0.0103861576550265,0.73399461293561,-3185,0.0420685291010598
2013-01-31,17.2,-0.00347624565469284,-0.0127906976744185,-0.00347624565469284,0.444462085867791,0.00818811311518369,0.991722947551051,-1991,0.115474668795176
2013-02-28,16.98,-0.0064365125804563,0.0123674911660778,-0.0064365125804563,0.452384273919846,0.0081205695168862,0.982065024568852,-659,0.119265163216278
2013-03-29,16.97,0.0560049782202863,0.0170889805539189,0.0560049782202863,0.376906913221777,0.00911139124977105,0.983352694006736,5108,0.101054907966943
2013-04-30,17.6,0.123882503192848,0.0607954545454545,0.123882503192848,0.192818898547569,0.0100461318610238,0.658838405409938,529,0.0532894068893614
2013-05-31,18.51,0.17673235855054,-0.0394381415451107,0.17673235855054,0.0506963494610808,0.0106046994348757,0.613105736507625,-1033,-0.0232920644970123
2013-06-28,18.04,0.154929577464789,-0.0643015521064302,0.154929577464789,0.0939025717124304,0.0106046994348757,0.690838482854187,-391,-0.00282178977569208
2013-07-31,17.8,0.137380191693291,0.051123595505618,0.137380191693291,0.136381039890553,0.0106046994348757,0.948320285728658,-2174,-0.0506566413419442
2013-08-30,17.89,0.0731853629274144,-0.00335382895472347,0.0731853629274144,0.303677500718646,0.0274567910628084,0.933019165058286,4863,-0.0980442747895957
2013-09-30,18.12,-0.0453108535300315,-0.00662251655629142,-0.0453108535300315,0.0598794710556335,0.0274567910628084,0.936412067206523,-653,-0.120995973073356
2013-10-31,18.79,-0.0100105374077977,-0.0244811069717935,-0.0100105374077977,-0.0659315888879141,0.0272144819221647,1.20694715478814,-4364,-0.220822997020259
2013-11-29,18.8,-0.107312440645774,-0.0175531914893619,-0.107312440645774,-0.789983246439259,0.0220253375230301,1.20361455990861,3990,-0.25716503794296
2013-12-31,18.99,-0.0870192307692309,0.0184307530279095,-0.0870192307692309,-0.880460547784543,0.0220253375230301,0.842491310342203,2777,-0.32281775822048
2014-01-31,21.12,0.135483870967742,0.0942234848484849,0.135483870967742,0.389805672473618,0.0251526145944128,0.458174217178333,2402,-0.482198902339554
2014-02-28,23.18,0.347674418604651,-0.0444348576358931,0.347674418604651,0.8718796464623,0.0240028040923481,0.41596657958369,1338,-0.60866752643323
2014-03-31,23.27,0.371243370654096,0.0223463687150838,0.371243370654096,0.776830443440831,0.0233084253798373,0.521852415176135,569,-0.653514614162964
2014-04-30,22.55,0.328815556865056,-0.0589800443458981,0.328815556865056,0.754951855868219,0.0223761087281225,0.432234569127734,-6235,-0.636872284619411
2014-05-30,22.63,0.285795454545455,-0.0795404330534689,0.285795454545455,0.905301552208959,0.0224877959475808,0.42829778187641,3176,-0.675481198099877
2014-06-30,21.34,0.182926829268293,-0.00421743205248359,0.182926829268293,0.735941351433936,0.0224877959475808,0.522649222077907,-727,-0.616787984328038
2014-07-31,21.44,0.188470066518847,-0.00373134328358216,0.188470066518847,0.816772510729089,0.0228452820768825,1.92966039349247,-2565,-0.591946424119477
2014-08-29,22.24,0.249438202247191,0.0768884892086332,0.249438202247191,0.628229974909884,0.0304768653169237,1.29338130016011,7215,-0.600524825987061
2014-09-30,24.58,0.373951928451649,-0.0211554109031733,0.373951928451649,0.39782152885301,0.0318238018857819,0.743830835682455,3787,-0.700565460742569
2014-10-31,23.79,0.312913907284768,-0.1067675493905,0.312913907284768,0.429655155790866,0.0343475089633749,0.314244404184367,4033,-0.648657461162888
2014-11-28,21.93,0.167110164981373,-0.179206566347469,0.167110164981373,0.356801837466395,0.0343475089633749,0.480836909252872,1534,-0.556144846443994
2014-12-31,15.91,-0.153723404255319,-0.0138277812696418,-0.153723404255319,-1.15267332387018,0.0343475089633749,10.7680935822153,5469,-0.207754664921382
2015-01-30,16.14,-0.150078988941548,-0.00867410161090465,-0.150078988941548,-1.15906580869349,0.0341336072681991,5.90131357808713,786,-0.192727238658536
2015-02-27,15.49,-0.26657196969697,0.012911555842479,-0.26657196969697,-1.22665484752358,0.0341336072681991,122.597177383977,-3011,-0.137566699284731
2015-03-31,15.5,-0.331320103537532,0.00967741935483879,-0.331320103537532,-1.45910373556728,0.0341336072681991,2.12698649451903,-2136,-0.10068439656088
2015-04-30,16.22,-0.302965191233348,0.00739827373612822,-0.302965191233348,-1.42634564036814,0.0335906245193753,1.40222284492454,-9309,-0.119925374353895
2015-05-29,16.22,-0.280709534368071,0.0369913686806413,-0.280709534368071,-1.48958308333569,0.0336787887278509,1.45076374704839,1382,-0.117282236293103
2015-06-30,16.71,-0.261599646486964,-0.035906642728905,-0.261599646486964,-1.4960442269072,0.035909808468966,1.14427753512758,-2357,-0.13921850339023
2015-07-31,16.28,-0.237113402061856,0.00798525798525795,-0.237113402061856,-1.59884796809224,0.0374812236578263,1.3617961787993,-671,-0.124794660483461
2015-08-31,16.3,-0.267086330935252,-0.005521472392638,-0.267086330935252,-1.47548986521342,0.037847836994238,2.47009702031323,-2566,-0.110086503101721
2015-09-30,15.48,-0.303956834532374,0.0155038759689923,-0.303956834532374,-1.46503188913781,0.0432823157223093,1.49625360239759,-251,-0.0584702634505851
2015-10-30,15.43,-0.372253864930838,-0.00712896953985742,-0.372253864930838,-1.99705420529925,0.0432577757794649,1.45364596115045,-1489,-0.0114819883108559
2015-11-30,15.29,-0.302781577747378,-0.0438194898626554,-0.302781577747378,-2.15337640582062,0.0432577757794649,0.663068722291776,2889,0.0100863064295742
2015-12-31,13.56,-0.381668946648427,0.0140117994100295,-0.381668946648427,-1.84658674660973,0.0529436476118723,0.498061350698718,-442,0.164309927380707
2016-01-29,13.73,-0.137020741671904,0.0116533139111434,-0.137020741671904,-1.02904848959746,0.0710986778618578,0.725059449723648,2984,0.188567533750306
2016-02-29,13.8,-0.109102646868948,-0.00434782608695661,-0.109102646868948,-1.18052775449839,0.0729829700356857,1.11306386423229,1778,0.191687781885447
2016-03-31,13.78,-0.110393802453196,0.0166908563134978,-0.110393802453196,-1.27593713720358,0.0531143044900058,1.21920842925999,-4308,0.225485342180892
2016-04-29,13.62,-0.121290322580645,-0.0330396475770924,-0.121290322580645,-1.21834729998897,0.0370610620184687,1.11547375511343,3100,0.241909103070201
2016-05-31,12.8,-0.210850801479655,-0.000781250000000067,-0.210850801479655,-1.07264977385046,0.0370610620184687,0.657660145950679,172,0.316660165599123
2016-06-30,15.25,-0.0598027127003696,0.0734426229508198,-0.0598027127003696,1.3183748080955,0.05044542439487,2.74362317734503,-4803,0.149376194342726
2016-07-29,15.26,-0.0867743865948533,0.103538663171691,-0.0867743865948533,1.44184878434924,0.059965299309909,2.76782918988468,2559,0.169617419490969
2016-08-31,16.46,0.0110565110565113,0.00729040097205336,0.0110565110565113,1.0595066925357,0.059965299309909,10.6961941964152,2990,0.100657446252029
2016-09-30,16.39,0.00552147239263845,-0.0719951189749847,0.00552147239263845,1.07441498492163,0.05821403648453,13.9165726830608,-732,0.0990280282482139
2016-10-31,14.78,-0.0421257290991572,0.0852503382949932,-0.0421257290991572,0.841548839662064,0.0598133518312548,2.11859930471859,-489,0.192967959889651
2016-11-30,16.94,0.0978613091380431,-0.0247933884297522,0.0978613091380431,0.621166987450586,0.0603455947977886,19.4681622712232,964,0.056565186185798
2016-12-30,17.39,0.137344669718771,-0.0529039677975849,0.137344669718771,0.536729908684467,0.0593884605631628,5.94271524672543,550,0.0165387288433057
